AnonID,QKRset,QKset,Mating,RepeatOrder (AnonID),1_Value,Conclusion,Outcome,Design,Mold,Size,Wear,NumRACs,7_RACs,Difficulty,9_Software,Photos,12_Typical,13_Orientation,14_Comment,QualityLimit,QuantityAreaLimit,DistortionLimit,SubstrateLimit,QimageryLimit,KimageryLimit,KtransparenciesLimit,RACsLimit,RACclarityLimit,LimitCount
AF7444,QK100,QK100,Mated,0,1A_Value,ID,M-ID,SameDesign,DiffMold,YesSize,Wear same,6,"0422,0235|0295,1098|0517,0874|0515,0940|0514,0982|0559,0112|",Easy,9B_ViewSW,noPhotos,12A_Typical,UNK_A,Primary Impression - ID Second Impression - Elimination,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK102,QK102,Mated,0,1A_Value,LimitedAssn,M-LimitedAssn,SameDesign,SameMold,UnsureSize,Wear unsure,0,NULL,Difficult,9B_ViewSW,noPhotos,12A_Typical,UNK_A,Limited association of class characteristics (toe). †Due to heavy movement/twisting in the impression it is unable to be determined if the questioned footwear impression corresponds in physical size with the known shoe. †Due to limited detail present within the questioned footwear impression a more positive association could not be made.,QualityLimit,QuantityAreaLimit,DistortionLimit,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,3
AF7444,QK110,QK110,Nonmated,0,1A_Value,Excl,N-Excl,DiffDesign,NULL,NULL,NULL,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK116,QK116,Mated,0,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"The questioned footwear impression corresponds in outsole design, physical size, and general wear with the known shoe. Based on the limited detail present within the impression a more positive association could not be given.",QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK119,QK119,Nonmated,0,1A_Value,Excl,N-Excl,SameDesign,SameMold,NoSize,Wear unsure,0,,Difficult,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,The questioned impression corresponds in outsole design with the known shoe. †The questioned impression does not correspond in physical size with the known shoe. †The impression is significantly smaller than the known shoe.,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK120-QK197,QK120,Mated,1st,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear same,2,"0592,0144|0398,0099|",Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"The questioned footwear impression corresponds in outsole design, physical size, and general wear with the known shoe. †Additionally, two (2) RACs were noted to correspond. †These two (2) RACs alone are insufficient to elevate the association to a highly probable.",QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK120-QK197,QK197,Mated,2nd,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Easy,9B_ViewSW,noPhotos,12A_Typical,UNK_A,The questioned footwear impression corresponds in outsole design and physical size with the known shoe. †Due to the limited detail present within the questioned footwear impression a more positive association could not be made.,QualityOK,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF7444,QK123,QK123,Nonmated,0,1A_Value,Excl,N-Excl,SameDesign,SameMold,YesSize,Wear same,0,NULL,Moderate,9B_ViewSW,noPhotos,12A_Typical,UNK_A,"Corresponds in outsole design and physical size with known shoe, however, the questioned footwear impression exhibits several RACs (>5) that are NOT present in the known shoe. And the known shoe exhibits a minimum of 4 RACs that are not present in the questioned shoe.",QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityOK,1
AF7444,QK125,QK125,Mated,0,1A_Value,ID,M-ID,SameDesign,SameMold,YesSize,Wear same,7,"0549,0822|0478,0823|0349,0819|0294,0373|0299,0296|0396,0867|0556,0539|",Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK126,QK126,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"6 - Based on the limited detail present within the questioned footwear impression a conclusive examination of wear could not be completed. Based on the information present, it was determined that the questioned footwear impression could have been made by the known shoe.",QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF7444,QK127,QK127,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,Due to the type of impression and the limited detail present it was determined that the questioned footwear impression could have been made by the known shoe. Based on the information present the known shoe could not be eliminated as the source of the impression.,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK130-QK296,QK296,Nonmated,1st,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear same,0,,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"The questioned footwear impression varies slightly in physical size from the know shoe, however, it is within a half size tolerance range. †The surface is broken and may be uneven, that may account for the size variation. Additionally, the final element in the heel of the impression does not add up exactly, but it is insufficient to eliminate the known shoe from having made the impression.",QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK130-QK296,QK130,Nonmated,2nd,1A_Value,NonAssn,N-NonAssn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Difficult,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"Questioned impression corresponds in outsole design and physical size. †Due to background interference, correspondence of wear could not be determined. †The known shoe exhibits several RACs that are not apparent with the known shoe. †Without the actual items of evidence a conclusion of ""indications of non-association"" is being rendered.",QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,3
AF7444,QK144,QK144,Nonmated,0,1A_Value,NonAssn,N-NonAssn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Difficult,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"The questioned impression corresponds in outsole design and physical size with the known shoe. Based upon the information available the questioned impression corresponds in general wear with the known shoe. †The known shoe exhibits several RACs that are not visible in the questioned impression. †Based on the absence of these RACs in the questioned impression and the unavailability of the actual items of evidence for examination, an opinion of ""indications of non-association"" is being rendered.",QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK151,QK151,Nonmated,0,1A_Value,Excl,N-Excl,SameDesign,SameMold,NoSize,Wear different,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK152,QK152,Nonmated,0,1A_Value,Excl,N-Excl,DiffDesign,NULL,NULL,NULL,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK153,QK153,Mated,0,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,22.5CCW,The questioned footwear impression corresponds in outsole design and physical size with the known shoe and could have been made by that shoe or any other shoe of the same outsole design and physical size. Due to the limited detail present within the questioned impression a more positive association could not be made. †,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF7444,QK158,QK158,Mated,0,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Easy,9B_ViewSW,noPhotos,12A_Typical,UNK_A,Questioned footwear impression corresponds in outsole design and physical size with the known shoe. †Due to the limited detail present within the questioned footwear impression a more positive association could not be made.,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK159,QK159,Mated,0,1A_Value,HighAssn,M-HighAssn,SameDesign,SameMold,YesSize,Wear same,2,"0322,0553|0409,1033|",Easy,9C_NoSW,PhotosUsed,12A_Typical,112.5CW,NULL,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF7444,QK162-QK247,QK162,Mated,1st,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,45CCW,6 - Based on the limited detail present within the questioned footwear impression a conclusive examination/comparison of wear could not be conducted. †Based on the information present it was determined that the questioned footwear impress could have been made by the known shoe. †††††††††††††††††††††††One RAC is present in the questioned impression that is not represented in the known shoe. †Based on the substrate of the impression it was determined that the questioned footwear impression could not be eliminated as having been made by that shoe based on this one characteristic.,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK162-QK247,QK247,Mated,2nd,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Easy,9B_ViewSW,noPhotos,12A_Typical,45CCW,Corresponds in outsole design and physical size with the known shoe.,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF7444,QK170,QK170,Mated,0,1A_Value,ID,M-ID,SameDesign,SameMold,YesSize,Wear same,6,"0546,1116|0537,1157|0513,1182|0285,1072|0288,1103|0506,0866|",Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK171,QK171,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,The questioned footwear impression corresponds in outsole design and physical size the known shoe. †Due to the limited detail present within the questioned footwear impression a more positive association could not be made.,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF7444,QK179,QK179,Nonmated,0,1A_Value,Excl,N-Excl,DiffDesign,NULL,NULL,NULL,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_B,NULL,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK185,QK185,Mated,0,1A_Value,LimitedAssn,M-LimitedAssn,SameDesign,SameMold,UnsureSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,The questioned footwear impression corresponds in outsole design elements with the known shoe. †Based on the very limited detail present within the questioned footwear impression a more positive association could not be made.,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK187,QK187,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,6 - Based on the substrate and the minimal detail present in the questioned footwear impression a conclusive examination/comparison of wear could not be conducted. ††††††††††††††††Based on the information present it was determined that the questioned footwear impression could have been made by the known shoe.,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK193,QK193,Mated,0,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,6 - Questioned footwear impression contained insufficient detail to conduct and examination/comparison of general wear. (unsure was selected),QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF7444,QK194,QK194,Mated,0,1A_Value,HighAssn,M-HighAssn,SameDesign,SameMold,YesSize,Wear same,1,"0549,0319|",Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK200,QK200,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Moderate,9B_ViewSW,noPhotos,12A_Typical,UNK_A,Questioned footwear impression corresponds in outsole design and physical size with the known shoe. ††Due to the limited detail present within the questioned footwear impression a more positive association could not be made.,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransparenciesLimit,RACsOK,RACclarityOK,2
AF7444,QK203,QK203,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"The questioned footwear impression corresponds in outsole design, physical size, and general wear. †The known shoe exhibits several RACs that are not present in the questioned impression. Without seeing the original impression the lack of RAC correspondence alone, is insufficient to eliminate the impression. Therefore, it was determined that the questioned footwear impression could have been made by the known shoe.",QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityLimit,2
AF7444,QK204,QK204,Nonmated,0,1A_Value,Excl,N-Excl,SameDesign,SameMold,YesSize,Wear different,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,6 - The known shoe was eliminated as having made the impression based on wear. The questioned footwear impression exhibits significantly less wear than the known shoe.,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK206-QK214,QK214,Nonmated,1st,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"The questioned impression is partial in nature and only consists of the toe. †Based on the information present it was determined that the questioned footwear impression corresponds in outsole design and physical size with the toe of the known shoe. †The limited detail present within the questioned impression prevents a more positive association. Very little wear detail is present in the questioned footwear impression; therefore, a conclusive wear examination could not be conducted.",QualityOK,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF7444,QK206-QK214,QK206,Nonmated,2nd,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Difficult,9B_ViewSW,noPhotos,12A_Typical,UNK_A,Correspondence of outsole design and physical size for the body of the impression. †Extreme toe exhibits some movement/distortion. Minor size discrepancy. †Insufficient to eliminate.,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF7444,QK207,QK207,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,The questioned footwear impression corresponds in outsole design and physical size with the known shoe. †Due to the amount of substrate utilized to create the impression a conclusive examination of wear can not be conducted. †Based on the limited detail present within the questioned impression it could have been made by the known shoe. There is insufficient information/detail present to allow for an exclusion of the known shoe as the source.,QualityLimit,QuantityAreaOK,DistortionLimit,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,3
AF7444,QK208,QK208,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,UnsureSize,Wear same,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"The questioned footwear impression corresponds in outsole design with the known shoe, due to the limited detail present within the questioned impression it was unable to be determined if the questioned impression corresponds in overall physical size. †As no heel detail is present a true size exam could not be conducted. †Due to the limited detail present within the questioned impression a more positive association could not be made.",QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK218,QK218,Nonmated,0,1A_Value,Excl,N-Excl,SameDesign,SameMold,NoSize,Wear unsure,0,NULL,Difficult,9B_ViewSW,noPhotos,12A_Typical,UNK_A,Questioned footwear impression is larger than the known shoes.,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK219,QK219,Nonmated,0,1A_Value,Excl,N-Excl,DiffDesign,NULL,NULL,NULL,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK233,QK233,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Easy,9B_ViewSW,noPhotos,12A_Typical,UNK_A,"Background texture interferes with RAC visualization; therefore, correspondence of class characteristics only.",QualityOK,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF7444,QK246,QK246,Nonmated,0,1B_NoValue,NotSuitable,NoValue,NULL,NULL,NULL,NULL,0,NULL,NULL,9C_NoSW,noPhotos,12A_Typical,UNK_A,Due to the very limited information present within the questioned footwear impression a meaningful comparison could not be conducted.,QualityLimit,QuantityAreaLimit,DistortionLimit,SubstrateLimit,QimageryLimit,KimageryOK,KtransOK,RACsOK,RACclarityOK,5
AF7444,QK253-QK255,QK255,Nonmated,1st,1A_Value,Excl,N-Excl,SameDesign,SameMold,YesSize,Wear same,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"The questioned footwear impression corresponds in outsole design and physical size with the known shoe. †It is unclear if the questioned impression corresponds in general wear. †The questioned impression does not correspond in RACs. †Several RACs present on the known shoe do not appear in the questioned impression and there is no explainable reason as to why they don't. †Therefore, it was determined the the questioned footwear impression was not made by the known shoe.",QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsLimit,RACclarityLimit,2
AF7444,QK253-QK255,QK253,Nonmated,2nd,1A_Value,Excl,N-Excl,SameDesign,SameMold,YesSize,Wear different,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"The questioned footwear impression corresponds in physical size and outsole design with the known shoe, however, the questioned impression exhibits a state of wear that is less than the known shoes, specifically in the heel. Therefore, the questioned footwear impression was not made by the known shoe.",QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK256,QK256,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,Due to the substrate (fabric) minimal detail is present within the impression. †Based on the information available it was determined that the questioned footwear impression could have been made by the known shoe.,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF7444,QK257,QK257,Mated,0,1A_Value,HighAssn,M-HighAssn,SameDesign,SameMold,YesSize,Wear same,3,"0581,0562|0524,0381|0458,0103|",Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK261,QK261,Mated,0,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Difficult,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"The questioned footwear impression corresponds in outsole design and physical size with the known shoe. †And based on the detail visible within the impression the questioned impression corresponds in general wear with the known shoe. †It was determined that, based on the available information, the questioned impression could have been made by the known shoe.",QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK264,QK264,Mated,0,1A_Value,ID,M-ID,SameDesign,SameMold,YesSize,Wear same,8,"0543,0865|0549,0888|0471,0986|0368,1064|0462,1154|0436,1092|0319,1073|0611,0537|",Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK265,QK265,Mated,0,1A_Value,ID,M-ID,SameDesign,SameMold,YesSize,Wear same,7,"0474,0594|0535,0889|0395,0925|0362,0930|0313,0899|0404,0996|0463,0996|",Easy,9B_ViewSW,noPhotos,12A_Typical,180CCW,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK285,QK285,Nonmated,0,1A_Value,Excl,N-Excl,SameDesign,SameMold,YesSize,Wear different,0,NULL,Difficult,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"The questioned footwear impression corresponds in outsole design and physical size with the known shoe, however, it does not correspond in degree of wear. †The questioned impression exhibits less wear than the known shoe (heel and lateral side); therefore, the questioned impression could not have been made by the known shoe.",QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF7444,QK287,QK287,Nonmated,0,1A_Value,LimitedAssn,N-LimitedAssn,SameDesign,SameMold,UnsureSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,90CCW,"The questioned impression corresponds in outsole design elements with the known shoe. †Insufficient detail for a physical size comparison. †Insufficient detail for a wear comparison. †The questioned impression could have been made by the known shoe, but due to the limited detail present a more positive association could not be made.",QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK290,QK290,Mated,0,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"The questioned footwear impression corresponds in outsole design and physical size with the known shoe. †Due to the limited detail present within the questioned impression an examination of wear could not be conducted. †The questioned impression could have been made by the known shoe, but due to the limited detail present a more positive association could not be made.",QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK291,QK291,Mated,0,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,22.5CCW,Questioned impression corresponds in outsole design and physical size and could have been made by the known shoe. †Due to the limited detail present within the questioned impression a more positive association could not be made.,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK292,QK292,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,The questioned footwear impression corresponds in outsole design and physical size with the known shoe and could have been made by that shoe or any other shoe of the same outsole design and physical size.,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK294,QK294,Nonmated,0,1A_Value,Excl,N-Excl,SameDesign,SameMold,NoSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,180CW,6 - No examination/comparison of wear was conducted (unsure was chosen).,QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK298,QK298,Nonmated,0,1A_Value,Excl,N-Excl,SameDesign,SameMold,YesSize,Wear different,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,The known shoe was eliminated as having made the questioned footwear impression based on wear. The known shoe exhibits more wear than is exhibited in the questioned footwear impression.,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK307,QK307,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,6 - Questioned footwear impression contains insufficient detail to conduct an examination/comparison of wear (unsure was chosen).,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
AF7444,QK308,QK308,Mated,0,1A_Value,LimitedAssn,M-LimitedAssn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"The questioned footwear impression is partial in nature. †The questioned footwear impression corresponds in outsole design and physical size with the known shoe. †Additionally, there is some general wear agreement. †The limited detail present within the questioned footwear impression precludes a more positive association. †",QualityLimit,QuantityAreaLimit,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK310,QK310,Mated,0,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear same,1,"0527,1106|",Easy,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,"The questioned impression corresponds in outsole design and physical size with the known shoe. †Additionally, one RAC was present, however, it is insufficient to effect an identification. Due to the limited detail present within the impression a more positive association could not be made.",QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK311,QK311,Nonmated,0,1A_Value,Assn,N-Assn,SameDesign,SameMold,YesSize,Wear unsure,0,NULL,Difficult,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,Corresponds in outsole design and physical size. Unable to determine wear correspondence. †Could have been made by the known shoe.,QualityLimit,QuantityAreaOK,DistortionLimit,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK313,QK313,Nonmated,0,1B_NoValue,NotSuitable,NoValue,NULL,NULL,NULL,NULL,0,NULL,NULL,9C_NoSW,PhotosUsed,12A_Typical,UNK_B,NULL,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateLimit,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,2
AF7444,QK315,QK315,Nonmated,0,1A_Value,Excl,N-Excl,DiffDesign,NULL,NULL,NULL,0,NULL,Easy,9B_ViewSW,noPhotos,12A_Typical,UNK_A,NULL,QualityOK,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,0
AF7444,QK318,QK318,Mated,0,1A_Value,Assn,M-Assn,SameDesign,SameMold,YesSize,Wear same,0,NULL,Moderate,9C_NoSW,PhotosUsed,12A_Typical,UNK_A,NULL,QualityLimit,QuantityAreaOK,DistortionOK,SubstrateOK,QimageryOK,KimageryOK,KtransOK,RACsOK,RACclarityOK,1
