AnonID,Cset,Mating,Phase,Q01_Q1value,Q02_Q2value,Q03_Caliber,Q04_Twist,Q05_LGnum,Q06_LGwidth,Q07_Rifling,Q08_Conclusion,Q09_Difficulty,Q10_Ammo,Q11_CircumQ1,Q12_CircumQ2,Q13_AmtRiflingQ1,Q14_AmtRiflingQ2
BMNMS,QQ8294,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BMNMS,QQ8498,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,No,Yes,66-100%,66-100%
BMNMS,QQ8503,Nonmated,Primary (2nd assignments),Value,Value,Diff,Same,Same,Diff,Same,Excl,Easy,AmmoDiff,Yes,Yes,66-100%,66-100%
BMNMS,QQ8503,Nonmated,Primary (Baseline),Value,Value,Diff,Same,Same,Diff,Same,Excl,Easy,AmmoDiff,Yes,Yes,66-100%,66-100%
BMNMS,QQ8538,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BMNMS,QQ8576,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoInc,Yes,No,66-100%,66-100%
BMNMS,QQ8636,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,Easy,AmmoDiff,No,No,66-100%,66-100%
BMNMS,QQ8660,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoProb,Yes,No,66-100%,66-100%
BMNMS,QQ8923,Nonmated,Primary (2nd assignments),Value,Value,CantTell,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BMNMS,QQ8923,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BMPGW,QQ5217,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,No,No,66-100%,66-100%
BMPGW,QQ5333,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoProb,No,No,66-100%,66-100%
BMPGW,QQ5719,Mated,Primary (Baseline),Value,Value,CantTell,Same,Diff,Same,Same,Excl,Norm,AmmoDiff,No,No,66-100%,66-100%
BMPGW,QQ5765,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BMPGW,QQ5811,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Diff,AmmoPrNo,Yes,No,66-100%,66-100%
BMPGW,QQ6070,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BMPGW,QQ6087,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BMPGW,QQ6144,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Diff,AmmoDiff,Yes,No,66-100%,66-100%
BMPGW,QQ6341,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,Same,Diff,Same,Excl,Easy,AmmoDiff,Yes,No,66-100%,66-100%
BMPGW,QQ6802,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoInc,No,No,33-66%,33-66%
BMPGW,QQ6827,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoSame,Yes,No,66-100%,33-66%
BMPGW,QQ6889,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,Yes,66-100%,66-100%
BMPGW,QQ7536,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoDiff,No,Yes,66-100%,66-100%
BMPGW,QQ8010,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,No,No,66-100%,66-100%
BMPGW,QQ8061,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoSame,Yes,Yes,66-100%,66-100%
BNFET,QQ5036,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoSame,Yes,No,66-100%,66-100%
BNFET,QQ5060,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BNFET,QQ5124,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BNFET,QQ5223,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoProb,Yes,No,66-100%,66-100%
BNFET,QQ5369,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoSame,No,No,33-66%,33-66%
BNFET,QQ5426,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,No,No,66-100%,33-66%
BNFET,QQ5493,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoSame,Yes,No,66-100%,66-100%
BNFET,QQ5493,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BNFET,QQ5513,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Easy,AmmoDiff,Yes,Yes,66-100%,66-100%
BNFET,QQ5533,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,No,No,66-100%,66-100%
BNFET,QQ5558,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoSame,Yes,No,66-100%,66-100%
BNFET,QQ5591,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoSame,No,No,66-100%,66-100%
BNFET,QQ5732,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoDiff,Yes,Yes,66-100%,66-100%
BNFET,QQ5806,Mated,Primary (Baseline),Value,Value,Same,Same,CantTell,Diff,Same,Excl,Easy,AmmoDiff,Yes,Yes,66-100%,33-66%
BNFET,QQ5888,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BNFET,QQ5945,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,No,No,33-66%,66-100%
BNFET,QQ6012,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Easy,AmmoSame,Yes,Yes,66-100%,66-100%
BNFET,QQ6144,Nonmated,Supplemental,Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,66-100%
BNFET,QQ6179,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoSame,Yes,Yes,66-100%,66-100%
BNFET,QQ6346,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BNFET,QQ6346,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BNFET,QQ6369,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoSame,Yes,No,66-100%,66-100%
BNFET,QQ6429,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,66-100%
BNFET,QQ6712,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,Same,CantTell,Same,LeanExcl,Norm,AmmoDiff,No,No,66-100%,66-100%
BNFET,QQ6725,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BNFET,QQ6764,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BNFET,QQ6927,Nonmated,Supplemental,Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BNFET,QQ6972,Nonmated,Supplemental,Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,No,No,66-100%,66-100%
BNFET,QQ7041,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BNFET,QQ7204,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoProb,Yes,Yes,66-100%,66-100%
BNFET,QQ7213,Nonmated,Primary (2nd assignments),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoProb,No,No,66-100%,66-100%
BNFET,QQ7213,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,No,No,66-100%,66-100%
BNFET,QQ7223,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BNFET,QQ7223,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BNFET,QQ7306,Nonmated,Supplemental,Value,Value,CantTell,Same,CantTell,CantTell,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,66-100%
BNFET,QQ7323,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoDiff,Yes,Yes,66-100%,66-100%
BNFET,QQ7384,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,66-100%
BNFET,QQ7414,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,No,No,66-100%,66-100%
BNFET,QQ7470,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoProb,No,Yes,66-100%,66-100%
BNFET,QQ7794,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoProb,No,No,33-66%,33-66%
BNFET,QQ7930,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,66-100%
BNFET,QQ8002,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,No,No,66-100%,66-100%
BNFET,QQ8032,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BNFET,QQ8039,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BNFET,QQ8218,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BNFET,QQ8305,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,Yes,66-100%,33-66%
BNFET,QQ8343,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoSame,No,No,66-100%,66-100%
BNFET,QQ8390,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,66-100%
BNFET,QQ8399,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoDiff,Yes,Yes,66-100%,66-100%
BNFET,QQ8457,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BNFET,QQ8763,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoSame,Yes,Yes,66-100%,66-100%
BNFET,QQ8805,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,No,Yes,33-66%,66-100%
BNFET,QQ8902,Nonmated,Primary (2nd assignments),Value,Value,CantTell,Same,Same,Same,Same,Insuff,Norm,AmmoProb,No,No,66-100%,66-100%
BNFET,QQ8902,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,No,No,33-66%,33-66%
BNHQY,QQ5043,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoSame,Yes,Yes,66-100%,66-100%
BNHQY,QQ5069,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoSame,Yes,No,66-100%,66-100%
BNHQY,QQ5235,Nonmated,Primary (Baseline),Value,NV,Same,Same,Same,Diff,Same,NoValue,na,na,na,na,na,na
BNHQY,QQ5283,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,No,No,66-100%,66-100%
BNHQY,QQ5351,Nonmated,Primary (Baseline),NV,NV,CantTell,Same,CantTell,Same,Same,NoValue,na,na,na,na,na,na
BNHQY,QQ5540,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,No,Yes,66-100%,66-100%
BNHQY,QQ5628,Nonmated,Primary (Baseline),NV,NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na,na,na
BNHQY,QQ5746,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BNHQY,QQ6009,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BNHQY,QQ6016,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Easy,AmmoSame,Yes,Yes,66-100%,66-100%
BNHQY,QQ6037,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Norm,AmmoSame,Yes,No,66-100%,66-100%
BNHQY,QQ6060,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,No,66-100%,66-100%
BNHQY,QQ6334,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,LeanExcl,Norm,AmmoDiff,No,No,66-100%,66-100%
BNHQY,QQ6474,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Easy,AmmoDiff,Yes,Yes,66-100%,66-100%
BNHQY,QQ6536,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,No,No,66-100%,66-100%
BNHQY,QQ6740,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,No,No,66-100%,66-100%
BNHQY,QQ6926,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,66-100%
BNHQY,QQ7103,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoSame,No,No,66-100%,66-100%
BNHQY,QQ7226,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BNHQY,QQ7254,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoDiff,No,No,66-100%,66-100%
BNHQY,QQ7256,Mated,Primary (Baseline),Value,Value,CantTell,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,No,No,66-100%,66-100%
BNHQY,QQ7265,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoPrNo,Yes,No,66-100%,66-100%
BNHQY,QQ7343,Nonmated,Primary (Baseline),NV,NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na,na,na
BNHQY,QQ7658,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BNHQY,QQ7709,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,Yes,No,66-100%,66-100%
BNHQY,QQ7804,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoSame,Yes,Yes,66-100%,66-100%
BNHQY,QQ7918,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Norm,AmmoProb,No,No,33-66%,33-66%
BNHQY,QQ8097,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BNHQY,QQ8241,Nonmated,Primary (Baseline),NV,NV,CantTell,Same,CantTell,Diff,Same,NoValue,na,na,na,na,na,na
BNHQY,QQ8441,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoDiff,Yes,Yes,66-100%,66-100%
BNTVY,QQ5221,Mated,Primary (Baseline),Value,Value,CantTell,Same,Same,Same,Same,ID,Diff,AmmoProb,Yes,No,66-100%,66-100%
BNTVY,QQ5907,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,VEasy,AmmoProb,Yes,Yes,66-100%,66-100%
BNTVY,QQ5989,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Easy,AmmoProb,Yes,No,66-100%,66-100%
BNTVY,QQ6024,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoSame,Yes,Yes,66-100%,66-100%
BNTVY,QQ6265,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoProb,Yes,No,66-100%,66-100%
BNTVY,QQ6459,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BNTVY,QQ6714,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,No,No,66-100%,66-100%
BNTVY,QQ7161,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BNTVY,QQ7244,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Easy,AmmoDiff,No,No,66-100%,66-100%
BNTVY,QQ7282,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,AmmoDiff,No,No,66-100%,66-100%
BNTVY,QQ7285,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoSame,No,No,66-100%,66-100%
BNTVY,QQ7323,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoDiff,Yes,Yes,66-100%,66-100%
BNTVY,QQ7384,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Diff,AmmoProb,Yes,No,66-100%,66-100%
BNTVY,QQ7597,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoProb,Yes,No,66-100%,66-100%
BNTVY,QQ8032,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoProb,Yes,No,66-100%,66-100%
BNTVY,QQ8058,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BNTVY,QQ8087,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Diff,AmmoDiff,Yes,No,66-100%,33-66%
BNTVY,QQ8089,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoProb,No,No,33-66%,66-100%
BNTVY,QQ8305,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,Diff,Diff,Same,Excl,Easy,AmmoDiff,No,Yes,66-100%,01-33%
BNTVY,QQ8399,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BPFBJ,QQ5100,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BPFBJ,QQ5130,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BPFBJ,QQ5136,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BPFBJ,QQ5192,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Easy,AmmoDiff,Yes,Yes,66-100%,66-100%
BPFBJ,QQ5299,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BPFBJ,QQ5326,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BPFBJ,QQ5787,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,Easy,AmmoProb,Yes,Yes,66-100%,66-100%
BPFBJ,QQ5836,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BPFBJ,QQ6748,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BPFBJ,QQ8847,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BPUUT,QQ5989,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BPUUT,QQ6024,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoProb,Yes,Yes,66-100%,66-100%
BPUUT,QQ6714,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BPUUT,QQ7040,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BPUUT,QQ7161,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BPUUT,QQ7244,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,CantTell,Same,LeanExcl,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BPUUT,QQ7306,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,ID,Norm,AmmoProb,Yes,No,66-100%,66-100%
BPUUT,QQ7907,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoProb,No,No,66-100%,66-100%
BPUUT,QQ7914,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoProb,Yes,No,66-100%,33-66%
BPUUT,QQ8258,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,Easy,AmmoDiff,Yes,Yes,66-100%,66-100%
BPUUT,QQ8279,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoDiff,No,Yes,66-100%,66-100%
BPUUT,QQ8295,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BPUUT,QQ8401,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BPUUT,QQ8410,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BPUUT,QQ8421,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,CantTell,Same,Excl,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BPWZL,QQ5003,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoProb,No,No,66-100%,66-100%
BPWZL,QQ5057,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,Easy,AmmoDiff,Yes,Yes,66-100%,66-100%
BPWZL,QQ5105,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoDiff,Yes,No,66-100%,33-66%
BPWZL,QQ5160,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoDiff,No,No,66-100%,66-100%
BPWZL,QQ5336,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BPWZL,QQ5345,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,66-100%
BPWZL,QQ5393,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoDiff,No,Yes,66-100%,66-100%
BPWZL,QQ5407,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,66-100%
BPWZL,QQ5439,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,Easy,AmmoDiff,No,No,66-100%,66-100%
BPWZL,QQ5588,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,66-100%
BPWZL,QQ5654,Mated,Primary (Baseline),Value,Value,CantTell,Same,Same,Same,Same,LeanID,Norm,AmmoProb,No,No,66-100%,66-100%
BPWZL,QQ5776,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,33-66%
BPWZL,QQ5945,Nonmated,Primary (2nd assignments),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,Norm,AmmoDiff,No,No,66-100%,66-100%
BPWZL,QQ5945,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,CantTell,Same,LeanExcl,Norm,AmmoDiff,No,No,66-100%,66-100%
BPWZL,QQ5983,Mated,Primary (Baseline),Value,Value,CantTell,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,No,No,66-100%,66-100%
BPWZL,QQ6010,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BPWZL,QQ6073,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoInc,Yes,No,66-100%,33-66%
BPWZL,QQ6155,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoProb,Yes,No,66-100%,66-100%
