AnonID,Cset,Mating,Phase,K01_Q1value,K03_Caliber,K04_Twist,K05_LGnum,K06_LGwidth,K07_Rifling,K08_Conclusion,K09_Difficulty,K10_Comparability,K11_CircumQ1,K12_AmtRiflingQ1
BHJYD,KQ4541,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,33-66%
BHJYD,KQ4590,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BHJYD,KQ4635,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Diff,HiRepro,Yes,66-100%
BHJYD,KQ4668,Nonmated,Primary (Baseline),Value,Same,Same,Diff,Diff,Same,Excl,VEasy,LowRepro,Yes,66-100%
BHJYD,KQ4776,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,Yes,66-100%
BHJYD,KQ4845,Nonmated,Primary (2nd assignments),Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Diff,HiRepro,No,66-100%
BHJYD,KQ4845,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Excl,Norm,HiRepro,No,66-100%
BHJYD,KQ4846,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,HiRepro,No,66-100%
BHLTV,KQ1014,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,Yes,66-100%
BHLTV,KQ1082,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,No,66-100%
BHLTV,KQ1135,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,LowRepro,No,66-100%
BHLTV,KQ1234,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BHLTV,KQ1297,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,Easy,HiRepro,No,66-100%
BHLTV,KQ1346,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BHLTV,KQ1346,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,Insuff,Norm,LowRepro,No,66-100%
BHLTV,KQ1796,Nonmated,Primary (Baseline),Value,Same,Same,Diff,Diff,Same,Excl,VEasy,HiRepro,No,66-100%
BHLTV,KQ1855,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,LowRepro,Yes,66-100%
BHLTV,KQ1930,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BHLTV,KQ2053,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,ModRepro,Yes,66-100%
BHLTV,KQ2084,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,ModRepro,Yes,66-100%
BHLTV,KQ2111,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,Yes,66-100%
BHLTV,KQ2117,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,Yes,66-100%
BHLTV,KQ2243,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BHLTV,KQ2302,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,LowRepro,No,33-66%
BHLTV,KQ2329,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,No,66-100%
BHLTV,KQ2337,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,ModRepro,No,66-100%
BHLTV,KQ2352,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BHLTV,KQ2364,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,No,66-100%
BHLTV,KQ2364,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,ModRepro,Yes,66-100%
BHLTV,KQ2366,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BHLTV,KQ2616,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BHLTV,KQ2623,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,ModRepro,Yes,66-100%
BHLTV,KQ2888,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,LowRepro,No,66-100%
BHLTV,KQ2924,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BHLTV,KQ3188,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,66-100%
BHLTV,KQ3325,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,No,66-100%
BHLTV,KQ3329,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,66-100%
BHLTV,KQ3437,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,HiRepro,No,01-33%
BHLTV,KQ3652,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,66-100%
BHLTV,KQ3681,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,Yes,66-100%
BHLTV,KQ3683,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,Yes,66-100%
BHLTV,KQ3683,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Diff,ModRepro,Yes,66-100%
BHLTV,KQ3735,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,LowRepro,No,33-66%
BHLTV,KQ3868,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,ModRepro,No,66-100%
BHLTV,KQ4006,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,ModRepro,Yes,66-100%
BHLTV,KQ4024,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,No,66-100%
BHLTV,KQ4034,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BHLTV,KQ4228,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,VEasy,ModRepro,No,66-100%
BHLTV,KQ4252,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BHLTV,KQ4362,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,Yes,33-66%
BHLTV,KQ4381,Mated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,ID,Norm,HiRepro,No,33-66%
BHLTV,KQ4391,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,Excl,Norm,ModRepro,Yes,66-100%
BHLTV,KQ4391,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,ModRepro,Yes,66-100%
BHLTV,KQ4474,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,ModRepro,Yes,66-100%
BHLTV,KQ4628,Nonmated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,No,66-100%
BHLTV,KQ4628,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,No,66-100%
BHLTV,KQ4769,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BHLTV,KQ4845,Nonmated,Primary (Baseline),Value,CantTell,Same,Same,Same,Same,Excl,Norm,HiRepro,No,66-100%
BJABX,KQ1043,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,No,66-100%
BJABX,KQ1084,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,33-66%
BJABX,KQ1135,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,LowRepro,No,33-66%
BJABX,KQ1316,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,33-66%
BJABX,KQ1519,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanID,Diff,LowRepro,No,33-66%
BJABX,KQ1692,Nonmated,Primary (Baseline),Value,CantTell,CantTell,CantTell,Same,Same,Insuff,Diff,ModRepro,No,01-33%
BJABX,KQ1734,Nonmated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BJABX,KQ1761,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,LowRepro,No,01-33%
BJABX,KQ1873,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,Yes,66-100%
BJABX,KQ2299,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BJABX,KQ2307,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,No,66-100%
BJABX,KQ2354,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,VEasy,ModRepro,Yes,66-100%
BJABX,KQ2564,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,HiRepro,Yes,66-100%
BJABX,KQ2726,Nonmated,Primary (Baseline),Value,Same,Same,Diff,Diff,Same,Excl,VEasy,ModRepro,Yes,66-100%
BJABX,KQ2915,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,No,33-66%
BJABX,KQ3024,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,Yes,66-100%
BJABX,KQ3188,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,66-100%
BJABX,KQ3215,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,HiRepro,Yes,66-100%
BJABX,KQ3241,Mated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,Diff,LowRepro,Yes,66-100%
BJABX,KQ3290,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,ModRepro,Yes,66-100%
BJABX,KQ3609,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanID,Diff,ModRepro,No,66-100%
BJABX,KQ3653,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,33-66%
BJABX,KQ3775,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BJABX,KQ3937,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,No,33-66%
BJABX,KQ4006,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BJABX,KQ4034,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,LowRepro,No,33-66%
BJABX,KQ4037,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,LowRepro,No,33-66%
BJABX,KQ4108,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,No,33-66%
BJABX,KQ4223,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,ModRepro,No,33-66%
BJABX,KQ4381,Mated,Primary (Baseline),Value,CantTell,CantTell,CantTell,Same,Same,ID,Diff,ModRepro,No,01-33%
BJABX,KQ4403,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,Diff,ModRepro,Yes,66-100%
BJABX,KQ4458,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,33-66%
BJABX,KQ4503,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,Yes,66-100%
BJABX,KQ4840,Nonmated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,Diff,LowRepro,Yes,66-100%
BJABX,KQ4884,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,ModRepro,No,33-66%
BJQUE,KQ1234,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BJQUE,KQ1372,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BJQUE,KQ1404,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,Norm,LowRepro,Yes,66-100%
BJQUE,KQ1855,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,Yes,66-100%
BJQUE,KQ1889,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Easy,HiRepro,Yes,66-100%
BJQUE,KQ1892,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanID,Norm,HiRepro,No,66-100%
BJQUE,KQ2110,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Excl,Norm,ModRepro,No,66-100%
BJQUE,KQ2250,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,HiRepro,No,66-100%
BJQUE,KQ2280,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,LeanID,Norm,ModRepro,No,66-100%
BJQUE,KQ2296,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,ModRepro,Yes,66-100%
BJQUE,KQ2298,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,ModRepro,No,66-100%
BJQUE,KQ2302,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Diff,Diff,Excl,VEasy,LowRepro,No,66-100%
BJQUE,KQ2593,Nonmated,Primary (Baseline),Value,CantTell,Same,Same,Same,Same,Excl,Norm,ModRepro,No,66-100%
BJQUE,KQ2888,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,ID,Norm,HiRepro,No,66-100%
BJQUE,KQ2986,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,ModRepro,Yes,66-100%
BJQUE,KQ3111,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,ID,VEasy,HiRepro,No,66-100%
BJQUE,KQ3286,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,LeanID,Norm,ModRepro,No,66-100%
BJQUE,KQ3329,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,Yes,66-100%
BJQUE,KQ3496,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,Yes,66-100%
BJQUE,KQ3663,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,Yes,66-100%
BJQUE,KQ3949,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,ModRepro,No,66-100%
BJQUE,KQ4082,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,Excl,Norm,HiRepro,No,66-100%
BJQUE,KQ4084,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Same,Same,Excl,Norm,HiRepro,No,66-100%
BJQUE,KQ4447,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,ID,Easy,HiRepro,No,66-100%
BJQUE,KQ4622,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,Yes,66-100%
BJUCT,KQ1187,Nonmated,Primary (Baseline),Value,Same,Same,Diff,Diff,Same,Excl,VEasy,ModRepro,Yes,66-100%
BJUCT,KQ1259,Mated,Primary (Baseline),NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na
BJUCT,KQ1288,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Diff,ModRepro,No,33-66%
BJUCT,KQ1378,Nonmated,Primary (2nd assignments),NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na
BJUCT,KQ1378,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,Yes,66-100%
BJUCT,KQ1476,Mated,Primary (Baseline),NV,CantTell,CantTell,CantTell,CantTell,Diff,NoValue,na,na,na,na
BJUCT,KQ1519,Mated,Primary (Baseline),NV,CantTell,Same,CantTell,Same,Same,NoValue,na,na,na,na
BJUCT,KQ1708,Mated,Primary (Baseline),NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na
BJUCT,KQ1734,Nonmated,Primary (Baseline),NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na
BJUCT,KQ1900,Mated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,Yes,66-100%
BJUCT,KQ1900,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,66-100%
BJUCT,KQ1949,Nonmated,Primary (Baseline),Value,Same,Same,Diff,Same,Same,Excl,Easy,ModRepro,Yes,66-100%
BJUCT,KQ1999,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,VEasy,ModRepro,No,66-100%
BJUCT,KQ2046,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BJUCT,KQ2100,Nonmated,Primary (Baseline),NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na
BJUCT,KQ2149,Mated,Primary (Baseline),NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na
BJUCT,KQ2472,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,HiRepro,No,66-100%
BJUCT,KQ2480,Nonmated,Primary (Baseline),NV,CantTell,Same,CantTell,Same,Same,NoValue,na,na,na,na
BJUCT,KQ2559,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,VEasy,ModRepro,No,66-100%
BJUCT,KQ2608,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,ID,Norm,HiRepro,No,66-100%
BJUCT,KQ2726,Nonmated,Primary (Baseline),Value,Same,Same,Diff,Diff,Same,Excl,VEasy,LowRepro,Yes,66-100%
BJUCT,KQ2729,Mated,Primary (2nd assignments),NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na
BJUCT,KQ2729,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,ModRepro,Yes,66-100%
BJUCT,KQ2733,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,No,66-100%
BJUCT,KQ2811,Mated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,ID,Norm,ModRepro,No,01-33%
BJUCT,KQ2850,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,Yes,66-100%
BJUCT,KQ3015,Nonmated,Primary (Baseline),NV,CantTell,Same,CantTell,Same,Same,NoValue,na,na,na,na
BJUCT,KQ3030,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanID,Diff,HiRepro,No,66-100%
BJUCT,KQ3215,Nonmated,Primary (Baseline),Value,Same,Same,CantTell,Diff,Same,Excl,VEasy,HiRepro,No,66-100%
BJUCT,KQ3281,Nonmated,Primary (Baseline),NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na
BJUCT,KQ3487,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,ModRepro,Yes,66-100%
BJUCT,KQ3542,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,Norm,HiRepro,No,66-100%
BJUCT,KQ3572,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,Easy,HiRepro,Yes,66-100%
BJUCT,KQ3598,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,Yes,66-100%
BJUCT,KQ3639,Nonmated,Primary (Baseline),NV,CantTell,Same,CantTell,Same,Same,NoValue,na,na,na,na
BJUCT,KQ3649,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Diff,CantTell,Excl,Easy,ModRepro,No,33-66%
BJUCT,KQ3755,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Diff,ModRepro,No,66-100%
BJUCT,KQ3844,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BJUCT,KQ4037,Nonmated,Primary (Baseline),NV,CantTell,Same,CantTell,Same,Same,NoValue,na,na,na,na
BJUCT,KQ4065,Nonmated,Primary (2nd assignments),NV,CantTell,Same,CantTell,Same,Same,NoValue,na,na,na,na
BJUCT,KQ4065,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,CantTell,Insuff,Diff,ModRepro,No,33-66%
BJUCT,KQ4201,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,VEasy,HiRepro,Yes,66-100%
BJUCT,KQ4298,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,Yes,66-100%
BJUCT,KQ4344,Mated,Primary (Baseline),NV,Same,Same,Same,CantTell,Same,NoValue,na,na,na,na
BJUCT,KQ4401,Nonmated,Primary (Baseline),NV,CantTell,Same,CantTell,Same,Same,NoValue,na,na,na,na
BJUCT,KQ4404,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,Yes,66-100%
BJUCT,KQ4846,Nonmated,Primary (Baseline),Value,Same,Same,Same,Diff,Same,Excl,Norm,HiRepro,No,66-100%
BJUCT,KQ4906,Mated,Primary (2nd assignments),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,No,66-100%
BJUCT,KQ4906,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,No,66-100%
BJUCT,KQ4911,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,HiRepro,No,66-100%
BJWRX,KQ1018,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanID,Norm,ModRepro,No,66-100%
BJWRX,KQ1341,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,ModRepro,No,66-100%
BJWRX,KQ1421,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,No,66-100%
BJWRX,KQ1438,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,ModRepro,No,33-66%
BJWRX,KQ1486,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,Yes,66-100%
BJWRX,KQ2180,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Easy,ModRepro,No,33-66%
BJWRX,KQ2202,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,Yes,66-100%
BJWRX,KQ2225,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,No,33-66%
BJWRX,KQ2602,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,No,33-66%
BJWRX,KQ2814,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,LowRepro,No,66-100%
BJWRX,KQ2873,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,LowRepro,Yes,66-100%
BJWRX,KQ2928,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,HiRepro,No,33-66%
BJWRX,KQ3012,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Excl,Norm,ModRepro,Yes,66-100%
BJWRX,KQ3047,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,ModRepro,No,33-66%
BJWRX,KQ3418,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,ModRepro,No,01-33%
BJWRX,KQ3864,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,ModRepro,Yes,66-100%
BJWRX,KQ4015,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,ModRepro,No,33-66%
BJWRX,KQ4130,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,LowRepro,Yes,66-100%
BJWRX,KQ4274,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,No,66-100%
BJWRX,KQ4296,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,Yes,66-100%
BJWRX,KQ4431,Nonmated,Primary (Baseline),Value,Same,Same,Diff,Diff,Same,Excl,VEasy,LowRepro,No,33-66%
BJWRX,KQ4478,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,Yes,66-100%
BJWRX,KQ4509,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Easy,HiRepro,Yes,66-100%
BJWRX,KQ4786,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Norm,LowRepro,Yes,66-100%
BJWRX,KQ4811,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Norm,HiRepro,No,66-100%
BKSJK,KQ1043,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,VEasy,HiRepro,Yes,66-100%
BKSJK,KQ1263,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,ModRepro,Yes,66-100%
BKSJK,KQ1270,Mated,Primary (Baseline),Value,Same,Same,Same,Same,Same,ID,Diff,LowRepro,Yes,66-100%
BKSJK,KQ1302,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,No,66-100%
BKSJK,KQ1383,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,VDiff,ModRepro,Yes,66-100%
BKSJK,KQ1421,Nonmated,Supplemental,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,HiRepro,No,66-100%
BKSJK,KQ1560,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Diff,LowRepro,No,66-100%
BKSJK,KQ1761,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,ModRepro,No,33-66%
BKSJK,KQ1823,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,HiRepro,Yes,66-100%
BKSJK,KQ1876,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,Insuff,Diff,ModRepro,Yes,66-100%
BKSJK,KQ1991,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Norm,HiRepro,No,66-100%
BKSJK,KQ2037,Nonmated,Primary (Baseline),Value,CantTell,Same,CantTell,Same,Same,Insuff,VDiff,LowRepro,No,66-100%
BKSJK,KQ2145,Nonmated,Primary (Baseline),Value,Same,Same,Same,CantTell,Same,Insuff,VDiff,LowRepro,Yes,66-100%
BKSJK,KQ2172,Nonmated,Primary (Baseline),Value,Same,Same,Same,Same,Same,LeanExcl,Diff,LowRepro,No,66-100%
