exID,pairID,responseID,ground_truth,reported_difficulty,value_decision,response3,response5,ds
65,190,5897,N,3,A_OFVAL,1,1,1
65,195,5898,N,3,A_OFVAL,1,1,1
65,198,5899,N,4,B_LIMVAL,2,3,1
65,209,5900,N,3,B_LIMVAL,1,1,1
65,216,5901,N,4,A_OFVAL,2,3,1
65,219,5902,N,NA,C_NOVAL,NA,NA,1
65,226,5903,N,3,A_OFVAL,2,3,1
65,227,5904,N,3,A_OFVAL,1,1,1
65,228,5905,N,NA,C_NOVAL,NA,NA,1
65,231,5906,M,3,A_OFVAL,3,5,0
65,234,5907,M,5,B_LIMVAL,1,1,0
65,241,5908,N,3,A_OFVAL,1,1,1
65,245,5909,N,NA,C_NOVAL,NA,NA,1
65,249,5910,N,3,A_OFVAL,1,1,1
65,255,5911,M,3,A_OFVAL,3,5,0
65,262,5912,N,4,B_LIMVAL,2,3,1
65,265,5913,N,4,A_OFVAL,1,1,1
65,266,5914,N,2,B_LIMVAL,1,1,1
65,267,5915,M,4,B_LIMVAL,2,3,0
65,271,5916,N,4,A_OFVAL,1,1,1
65,272,5917,M,4,B_LIMVAL,2,3,0
65,275,5918,N,3,A_OFVAL,1,1,1
65,277,5919,N,3,A_OFVAL,1,1,1
65,279,5920,N,NA,C_NOVAL,NA,NA,1
65,281,5921,N,3,A_OFVAL,1,1,1
65,283,5922,N,4,B_LIMVAL,1,1,1
65,284,5923,N,3,A_OFVAL,1,1,1
65,285,5924,N,4,B_LIMVAL,1,1,1
65,288,5925,M,3,A_OFVAL,3,5,0
65,290,5926,N,NA,C_NOVAL,NA,NA,1
65,293,5927,N,3,A_OFVAL,1,1,1
65,294,5928,N,3,A_OFVAL,2,3,1
65,296,5929,N,3,A_OFVAL,2,3,1
66,1,5930,N,1,A_OFVAL,1,1,1
66,9,5931,N,1,A_OFVAL,1,1,1
66,13,5932,N,1,A_OFVAL,1,1,1
66,19,5933,M,3,A_OFVAL,3,5,0
66,20,5934,M,2,A_OFVAL,3,5,0
66,21,5935,N,3,A_OFVAL,1,1,1
66,24,5936,N,3,A_OFVAL,1,1,1
66,28,5937,M,2,A_OFVAL,3,5,0
66,29,5938,N,2,A_OFVAL,1,1,1
66,31,5939,N,2,A_OFVAL,1,1,1
66,32,5940,N,NA,C_NOVAL,NA,NA,1
66,33,5941,N,4,A_OFVAL,1,1,1
66,41,5942,N,1,A_OFVAL,1,1,1
66,44,5943,N,3,A_OFVAL,1,1,1
66,48,5944,N,4,A_OFVAL,2,3,1
66,49,5945,N,1,A_OFVAL,1,1,1
66,50,5946,N,2,A_OFVAL,1,1,1
66,51,5947,M,1,A_OFVAL,3,5,0
66,57,5948,M,1,A_OFVAL,3,5,0
66,63,5949,N,3,A_OFVAL,1,1,1
66,64,5950,N,3,A_OFVAL,2,3,1
66,67,5951,M,3,A_OFVAL,2,2,0
66,69,5952,N,2,A_OFVAL,1,1,1
66,72,5953,N,2,A_OFVAL,1,1,1
66,73,5954,N,3,A_OFVAL,1,1,1
66,81,5955,N,2,A_OFVAL,1,1,1
66,84,5956,N,3,A_OFVAL,1,1,1
66,86,5957,N,1,A_OFVAL,1,1,1
66,88,5958,M,3,A_OFVAL,3,5,0
66,90,5959,N,4,A_OFVAL,1,1,1
66,95,5960,N,1,A_OFVAL,1,1,1
66,96,5961,N,4,A_OFVAL,2,4,1
66,104,5962,N,1,A_OFVAL,1,1,1
66,105,5963,N,1,A_OFVAL,1,1,1
66,107,5964,N,2,A_OFVAL,1,1,1
66,112,5965,N,4,A_OFVAL,1,1,1
66,114,5966,N,2,A_OFVAL,1,1,1
66,117,5967,N,1,A_OFVAL,1,1,1
66,119,5968,N,3,A_OFVAL,2,2,1
66,120,5969,M,2,A_OFVAL,3,5,0
66,122,5970,N,3,A_OFVAL,2,2,1
66,123,5971,N,3,A_OFVAL,1,1,1
66,127,5972,N,4,A_OFVAL,1,1,1
66,129,5973,N,2,A_OFVAL,1,1,1
66,130,5974,N,2,A_OFVAL,1,1,1
66,131,5975,N,3,A_OFVAL,1,1,1
66,135,5976,M,2,A_OFVAL,3,5,0
66,137,5977,N,3,A_OFVAL,1,1,1
66,140,5978,N,2,A_OFVAL,1,1,1
66,142,5979,N,2,A_OFVAL,1,1,1
66,149,5980,N,1,A_OFVAL,1,1,1
66,154,5981,N,2,A_OFVAL,1,1,1
66,155,5982,N,3,A_OFVAL,1,1,1
66,156,5983,N,3,A_OFVAL,1,1,1
66,160,5984,N,4,A_OFVAL,1,1,1
66,162,5985,N,1,A_OFVAL,1,1,1
66,167,5986,M,2,A_OFVAL,3,5,0
66,173,5987,N,1,A_OFVAL,1,1,1
66,175,5988,N,2,A_OFVAL,1,1,1
66,176,5989,N,2,A_OFVAL,2,2,1
66,177,5990,N,3,A_OFVAL,2,2,1
66,182,5991,N,3,A_OFVAL,1,1,1
66,187,5992,M,4,A_OFVAL,3,5,0
66,194,5993,N,NA,C_NOVAL,NA,NA,1
66,195,5994,N,3,A_OFVAL,1,1,1
66,201,5995,N,2,A_OFVAL,1,1,1
66,202,5996,N,2,A_OFVAL,2,4,1
66,211,5997,N,1,A_OFVAL,1,1,1
66,212,5998,N,2,A_OFVAL,1,1,1
66,213,5999,M,2,A_OFVAL,3,5,0
66,215,6000,N,2,A_OFVAL,1,1,1
66,216,6001,N,3,A_OFVAL,2,2,1
66,217,6002,M,3,A_OFVAL,2,3,0
66,221,6003,M,3,A_OFVAL,3,5,0
66,223,6004,N,2,A_OFVAL,1,1,1
66,224,6005,N,3,A_OFVAL,1,1,1
66,228,6006,N,NA,C_NOVAL,NA,NA,1
66,232,6007,M,NA,C_NOVAL,NA,NA,0
66,237,6008,M,4,A_OFVAL,2,4,0
66,240,6009,M,4,A_OFVAL,1,1,0
66,242,6010,M,1,A_OFVAL,3,5,0
66,245,6011,N,3,A_OFVAL,1,1,1
66,246,6012,N,3,A_OFVAL,2,3,1
66,249,6013,N,1,A_OFVAL,1,1,1
66,254,6014,N,1,A_OFVAL,1,1,1
66,257,6015,N,2,A_OFVAL,1,1,1
66,269,6016,N,NA,C_NOVAL,NA,NA,1
66,274,6017,M,3,A_OFVAL,2,3,0
66,279,6018,N,NA,C_NOVAL,NA,NA,1
66,280,6019,N,2,A_OFVAL,1,1,1
66,281,6020,N,3,A_OFVAL,1,1,1
66,283,6021,N,3,A_OFVAL,2,2,1
66,284,6022,N,2,A_OFVAL,1,1,1
66,285,6023,N,1,A_OFVAL,1,1,1
66,287,6024,M,3,A_OFVAL,3,5,0
66,291,6025,N,3,A_OFVAL,1,1,1
66,293,6026,N,1,A_OFVAL,1,1,1
66,295,6027,N,2,A_OFVAL,1,1,1
66,297,6028,N,3,A_OFVAL,1,1,1
66,298,6029,N,2,A_OFVAL,1,1,1
67,1,6030,N,2,A_OFVAL,1,1,1
67,3,6031,N,3,A_OFVAL,1,1,1
67,5,6032,N,3,A_OFVAL,1,1,1
67,9,6033,N,NA,C_NOVAL,NA,NA,1
67,12,6034,N,2,A_OFVAL,1,1,1
67,13,6035,N,3,A_OFVAL,1,1,1
67,21,6036,N,3,A_OFVAL,2,3,1
67,29,6037,N,3,A_OFVAL,1,1,1
67,33,6038,N,4,A_OFVAL,1,1,1
67,41,6039,N,1,A_OFVAL,1,1,1
67,43,6040,N,4,A_OFVAL,1,1,1
67,48,6041,N,NA,C_NOVAL,NA,NA,1
67,52,6042,N,3,A_OFVAL,1,1,1
67,55,6043,N,5,A_OFVAL,2,3,1
67,61,6044,M,2,A_OFVAL,3,5,0
67,64,6045,N,NA,C_NOVAL,NA,NA,1
67,68,6046,N,3,A_OFVAL,2,3,1
67,70,6047,N,1,A_OFVAL,1,1,1
67,71,6048,N,4,A_OFVAL,1,1,1
67,72,6049,N,3,A_OFVAL,2,3,1
67,76,6050,N,2,A_OFVAL,1,1,1
67,77,6051,N,1,A_OFVAL,1,1,1
67,78,6052,N,3,A_OFVAL,1,1,1
67,79,6053,N,NA,C_NOVAL,NA,NA,1
67,80,6054,M,3,A_OFVAL,3,5,0
67,81,6055,N,3,A_OFVAL,1,1,1
67,82,6056,M,2,A_OFVAL,3,5,0
67,83,6057,N,2,A_OFVAL,1,1,1
67,84,6058,N,4,A_OFVAL,1,1,1
67,90,6059,N,4,A_OFVAL,2,3,1
67,93,6060,M,NA,C_NOVAL,NA,NA,0
67,100,6061,N,2,A_OFVAL,1,1,1
67,102,6062,M,NA,C_NOVAL,NA,NA,0
67,105,6063,N,1,A_OFVAL,1,1,1
67,107,6064,N,3,A_OFVAL,1,1,1
67,109,6065,M,1,A_OFVAL,3,5,0
67,113,6066,M,NA,C_NOVAL,NA,NA,0
67,114,6067,N,3,A_OFVAL,1,1,1
67,116,6068,N,3,A_OFVAL,1,1,1
67,123,6069,N,4,A_OFVAL,1,1,1
67,126,6070,N,3,A_OFVAL,1,1,1
67,128,6071,N,4,A_OFVAL,1,1,1
67,130,6072,N,3,A_OFVAL,1,1,1
67,131,6073,N,3,A_OFVAL,1,1,1
67,140,6074,N,3,A_OFVAL,1,1,1
67,141,6075,N,4,A_OFVAL,1,1,1
67,142,6076,N,3,A_OFVAL,2,3,1
67,151,6077,M,2,A_OFVAL,3,5,0
67,154,6078,N,NA,C_NOVAL,NA,NA,1
67,161,6079,M,1,A_OFVAL,3,5,0
67,162,6080,N,3,A_OFVAL,1,1,1
67,165,6081,N,3,A_OFVAL,1,1,1
67,172,6082,N,1,A_OFVAL,1,1,1
67,173,6083,N,2,A_OFVAL,1,1,1
67,176,6084,N,NA,C_NOVAL,NA,NA,1
67,177,6085,N,3,A_OFVAL,2,3,1
67,179,6086,M,3,A_OFVAL,3,5,0
67,181,6087,M,2,A_OFVAL,3,5,0
67,183,6088,M,4,A_OFVAL,3,5,0
67,184,6089,N,NA,C_NOVAL,NA,NA,1
67,186,6090,N,2,A_OFVAL,1,1,1
67,189,6091,N,2,A_OFVAL,1,1,1
67,193,6092,M,4,A_OFVAL,2,3,0
67,195,6093,N,3,A_OFVAL,1,1,1
67,199,6094,N,NA,C_NOVAL,NA,NA,1
67,200,6095,N,4,A_OFVAL,1,1,1
67,202,6096,N,NA,C_NOVAL,NA,NA,1
67,203,6097,M,3,A_OFVAL,3,5,0
67,209,6098,N,3,A_OFVAL,1,1,1
67,211,6099,N,2,A_OFVAL,1,1,1
67,212,6100,N,1,A_OFVAL,1,1,1
67,214,6101,N,4,A_OFVAL,1,1,1
67,215,6102,N,3,A_OFVAL,1,1,1
67,223,6103,N,3,A_OFVAL,1,1,1
67,226,6104,N,3,A_OFVAL,2,3,1
67,228,6105,N,NA,C_NOVAL,NA,NA,1
67,231,6106,M,2,A_OFVAL,3,5,0
67,241,6107,N,1,A_OFVAL,1,1,1
67,245,6108,N,NA,C_NOVAL,NA,NA,1
67,246,6109,N,NA,C_NOVAL,NA,NA,1
67,249,6110,N,2,A_OFVAL,1,1,1
67,252,6111,M,2,A_OFVAL,3,5,0
67,254,6112,N,2,A_OFVAL,1,1,1
67,255,6113,M,2,A_OFVAL,3,5,0
67,257,6114,N,1,A_OFVAL,1,1,1
67,266,6115,N,1,A_OFVAL,1,1,1
67,267,6116,M,NA,C_NOVAL,NA,NA,0
67,268,6117,N,2,A_OFVAL,1,1,1
67,269,6118,N,NA,C_NOVAL,NA,NA,1
67,271,6119,N,1,A_OFVAL,1,1,1
67,272,6120,M,NA,C_NOVAL,NA,NA,0
67,277,6121,N,2,A_OFVAL,1,1,1
67,280,6122,N,3,A_OFVAL,1,1,1
67,281,6123,N,4,A_OFVAL,1,1,1
67,284,6124,N,5,A_OFVAL,2,4,1
67,285,6125,N,NA,C_NOVAL,NA,NA,1
67,288,6126,M,3,A_OFVAL,3,5,0
67,291,6127,N,3,A_OFVAL,1,1,1
67,295,6128,N,2,A_OFVAL,1,1,1
67,296,6129,N,4,A_OFVAL,2,3,1
68,1,6130,N,2,A_OFVAL,1,1,1
68,3,6131,N,3,A_OFVAL,1,1,1
68,5,6132,N,3,A_OFVAL,1,1,1
68,8,6133,N,2,A_OFVAL,1,1,1
68,12,6134,N,2,A_OFVAL,1,1,1
68,13,6135,N,2,A_OFVAL,1,1,1
68,14,6136,N,NA,C_NOVAL,NA,NA,1
68,16,6137,M,3,A_OFVAL,2,3,0
68,17,6138,M,3,A_OFVAL,3,5,0
68,23,6139,M,NA,C_NOVAL,NA,NA,0
68,27,6140,M,NA,C_NOVAL,NA,NA,0
68,30,6141,M,2,A_OFVAL,3,5,0
68,31,6142,N,2,A_OFVAL,1,1,1
68,36,6143,N,3,A_OFVAL,2,3,1
68,39,6144,N,NA,C_NOVAL,NA,NA,1
68,43,6145,N,NA,C_NOVAL,NA,NA,1
68,44,6146,N,NA,C_NOVAL,NA,NA,1
68,48,6147,N,NA,C_NOVAL,NA,NA,1
68,52,6148,N,3,A_OFVAL,1,1,1
68,59,6149,M,NA,C_NOVAL,NA,NA,0
68,64,6150,N,NA,C_NOVAL,NA,NA,1
68,65,6151,M,3,A_OFVAL,3,5,0
68,66,6152,M,NA,C_NOVAL,NA,NA,0
68,68,6153,N,3,A_OFVAL,2,3,1
68,71,6154,N,NA,C_NOVAL,NA,NA,1
68,75,6155,N,NA,C_NOVAL,NA,NA,1
68,77,6156,N,1,A_OFVAL,1,1,1
68,79,6157,N,NA,C_NOVAL,NA,NA,1
68,81,6158,N,3,A_OFVAL,1,1,1
68,90,6159,N,NA,C_NOVAL,NA,NA,1
68,104,6160,N,NA,C_NOVAL,NA,NA,1
68,105,6161,N,1,A_OFVAL,1,1,1
68,106,6162,N,3,A_OFVAL,1,1,1
68,107,6163,N,2,A_OFVAL,1,1,1
68,111,6164,N,2,A_OFVAL,1,1,1
68,112,6165,N,NA,C_NOVAL,NA,NA,1
68,115,6166,N,3,A_OFVAL,2,3,1
68,116,6167,N,NA,C_NOVAL,NA,NA,1
68,118,6168,N,4,A_OFVAL,1,1,1
68,123,6169,N,3,A_OFVAL,1,1,1
68,124,6170,N,3,A_OFVAL,1,1,1
68,128,6171,N,3,A_OFVAL,1,1,1
68,130,6172,N,3,A_OFVAL,1,1,1
68,137,6173,N,NA,C_NOVAL,NA,NA,1
68,140,6174,N,3,A_OFVAL,1,1,1
68,141,6175,N,4,A_OFVAL,1,1,1
68,145,6176,M,3,A_OFVAL,1,1,0
68,148,6177,N,NA,C_NOVAL,NA,NA,1
68,150,6178,N,3,A_OFVAL,1,1,1
68,152,6179,M,NA,C_NOVAL,NA,NA,0
68,153,6180,N,NA,C_NOVAL,NA,NA,1
68,154,6181,N,NA,C_NOVAL,NA,NA,1
68,156,6182,N,NA,C_NOVAL,NA,NA,1
68,158,6183,N,NA,C_NOVAL,NA,NA,1
68,160,6184,N,NA,C_NOVAL,NA,NA,1
68,165,6185,N,NA,C_NOVAL,NA,NA,1
68,170,6186,N,NA,C_NOVAL,NA,NA,1
68,172,6187,N,1,A_OFVAL,1,1,1
68,178,6188,N,NA,C_NOVAL,NA,NA,1
68,186,6189,N,NA,C_NOVAL,NA,NA,1
68,189,6190,N,3,A_OFVAL,1,1,1
68,192,6191,M,3,A_OFVAL,3,5,0
68,199,6192,N,NA,C_NOVAL,NA,NA,1
68,200,6193,N,NA,C_NOVAL,NA,NA,1
68,201,6194,N,3,A_OFVAL,2,3,1
68,204,6195,N,NA,C_NOVAL,NA,NA,1
68,205,6196,M,3,A_OFVAL,3,5,0
68,207,6197,N,3,A_OFVAL,1,1,1
68,209,6198,N,NA,C_NOVAL,NA,NA,1
68,210,6199,M,NA,C_NOVAL,NA,NA,0
68,211,6200,N,3,A_OFVAL,1,1,1
68,214,6201,N,NA,C_NOVAL,NA,NA,1
68,215,6202,N,3,A_OFVAL,1,1,1
68,219,6203,N,NA,C_NOVAL,NA,NA,1
68,225,6204,N,2,A_OFVAL,1,1,1
68,227,6205,N,1,A_OFVAL,1,1,1
68,229,6206,M,2,A_OFVAL,3,5,0
68,238,6207,M,3,A_OFVAL,3,5,0
68,241,6208,N,1,A_OFVAL,1,1,1
68,243,6209,M,NA,C_NOVAL,NA,NA,0
68,244,6210,M,2,A_OFVAL,3,5,0
68,248,6211,N,NA,C_NOVAL,NA,NA,1
68,251,6212,M,2,A_OFVAL,3,5,0
68,253,6213,M,NA,C_NOVAL,NA,NA,0
68,254,6214,N,NA,C_NOVAL,NA,NA,1
68,257,6215,N,1,A_OFVAL,1,1,1
68,259,6216,N,2,A_OFVAL,1,1,1
68,265,6217,N,2,A_OFVAL,1,1,1
68,266,6218,N,1,A_OFVAL,1,1,1
68,268,6219,N,2,A_OFVAL,1,1,1
68,269,6220,N,NA,C_NOVAL,NA,NA,1
68,270,6221,M,2,A_OFVAL,3,5,0
68,271,6222,N,3,A_OFVAL,1,1,1
68,275,6223,N,3,A_OFVAL,1,1,1
68,280,6224,N,3,A_OFVAL,1,1,1
68,291,6225,N,NA,C_NOVAL,NA,NA,1
68,295,6226,N,2,A_OFVAL,1,1,1
68,296,6227,N,3,A_OFVAL,1,1,1
68,297,6228,N,4,A_OFVAL,1,1,1
68,298,6229,N,3,A_OFVAL,1,1,1
69,4,6230,M,5,A_OFVAL,2,2,0
69,9,6231,N,1,B_LIMVAL,1,1,1
69,15,6232,M,4,A_OFVAL,3,5,0
69,21,6233,N,4,A_OFVAL,1,1,1
69,31,6234,N,2,A_OFVAL,1,1,1
69,32,6235,N,NA,C_NOVAL,NA,NA,1
69,37,6236,M,1,A_OFVAL,3,5,0
69,41,6237,N,1,A_OFVAL,1,1,1
69,49,6238,N,1,A_OFVAL,1,1,1
69,55,6239,N,4,A_OFVAL,1,1,1
69,63,6240,N,3,A_OFVAL,1,1,1
69,64,6241,N,5,B_LIMVAL,2,3,1
69,68,6242,N,3,A_OFVAL,1,1,1
69,71,6243,N,4,B_LIMVAL,1,1,1
69,78,6244,N,3,A_OFVAL,1,1,1
69,81,6245,N,3,A_OFVAL,1,1,1
69,84,6246,N,3,A_OFVAL,1,1,1
69,86,6247,N,1,A_OFVAL,1,1,1
69,91,6248,M,1,A_OFVAL,3,5,0
69,94,6249,M,NA,C_NOVAL,NA,NA,0
69,100,6250,N,2,A_OFVAL,1,1,1
69,104,6251,N,1,B_LIMVAL,1,1,1
69,112,6252,N,3,A_OFVAL,1,1,1
69,114,6253,N,1,A_OFVAL,1,1,1
69,119,6254,N,3,A_OFVAL,1,1,1
69,121,6255,M,2,A_OFVAL,1,1,0
69,122,6256,N,1,A_OFVAL,1,1,1
69,126,6257,N,3,A_OFVAL,1,1,1
69,131,6258,N,2,A_OFVAL,1,1,1
69,136,6259,M,3,A_OFVAL,1,1,0
69,140,6260,N,2,A_OFVAL,1,1,1
69,142,6261,N,3,B_LIMVAL,1,1,1
69,149,6262,N,1,B_LIMVAL,1,1,1
69,160,6263,N,3,A_OFVAL,1,1,1
69,162,6264,N,1,A_OFVAL,1,1,1
69,166,6265,M,3,A_OFVAL,3,5,0
69,173,6266,N,1,A_OFVAL,1,1,1
69,175,6267,N,3,A_OFVAL,1,1,1
69,180,6268,M,3,A_OFVAL,3,5,0
69,195,6269,N,3,A_OFVAL,1,1,1
69,198,6270,N,3,A_OFVAL,1,1,1
69,200,6271,N,3,B_LIMVAL,1,1,1
69,206,6272,M,1,A_OFVAL,3,5,0
69,212,6273,N,2,A_OFVAL,1,1,1
69,214,6274,N,3,B_LIMVAL,1,1,1
69,215,6275,N,3,A_OFVAL,1,1,1
69,224,6276,N,2,A_OFVAL,1,1,1
69,226,6277,N,3,A_OFVAL,1,1,1
69,234,6278,M,4,A_OFVAL,3,5,0
69,239,6279,M,4,A_OFVAL,2,4,0
69,246,6280,N,2,B_LIMVAL,1,1,1
69,249,6281,N,2,A_OFVAL,1,1,1
69,261,6282,M,4,A_OFVAL,2,4,0
69,268,6283,N,2,A_OFVAL,1,1,1
69,279,6284,N,NA,C_NOVAL,NA,NA,1
69,284,6285,N,2,A_OFVAL,1,1,1
69,285,6286,N,1,B_LIMVAL,1,1,1
69,291,6287,N,3,A_OFVAL,1,1,1
69,297,6288,N,2,B_LIMVAL,1,1,1
70,1,6289,N,2,A_OFVAL,1,1,1
70,3,6290,N,3,A_OFVAL,1,1,1
70,5,6291,N,3,A_OFVAL,1,1,1
70,6,6292,M,NA,C_NOVAL,NA,NA,0
70,10,6293,N,2,A_OFVAL,1,1,1
70,13,6294,N,1,A_OFVAL,1,1,1
70,14,6295,N,3,A_OFVAL,1,1,1
70,17,6296,M,2,A_OFVAL,3,5,0
70,18,6297,N,2,A_OFVAL,1,1,1
70,23,6298,M,NA,C_NOVAL,NA,NA,0
70,24,6299,N,4,B_LIMVAL,1,1,1
70,31,6300,N,2,A_OFVAL,1,1,1
70,36,6301,N,3,A_OFVAL,1,1,1
70,39,6302,N,NA,C_NOVAL,NA,NA,1
70,40,6303,M,4,A_OFVAL,3,5,0
70,44,6304,N,3,B_LIMVAL,1,1,1
70,45,6305,M,2,A_OFVAL,3,5,0
70,48,6306,N,NA,C_NOVAL,NA,NA,1
70,50,6307,N,1,A_OFVAL,1,1,1
70,63,6308,N,2,A_OFVAL,1,1,1
70,64,6309,N,4,B_LIMVAL,1,1,1
70,66,6310,M,3,B_LIMVAL,2,3,0
70,68,6311,N,3,A_OFVAL,2,3,1
70,69,6312,N,3,A_OFVAL,1,1,1
70,71,6313,N,3,A_OFVAL,1,1,1
70,75,6314,N,NA,C_NOVAL,NA,NA,1
70,81,6315,N,3,A_OFVAL,1,1,1
70,87,6316,M,4,A_OFVAL,3,5,0
70,90,6317,N,3,A_OFVAL,1,1,1
70,95,6318,N,2,A_OFVAL,1,1,1
70,99,6319,N,3,A_OFVAL,1,1,1
70,101,6320,M,NA,C_NOVAL,NA,NA,0
70,104,6321,N,NA,C_NOVAL,NA,NA,1
70,105,6322,N,1,A_OFVAL,1,1,1
70,106,6323,N,3,A_OFVAL,1,1,1
70,107,6324,N,3,A_OFVAL,1,1,1
70,111,6325,N,1,A_OFVAL,1,1,1
70,112,6326,N,4,A_OFVAL,1,1,1
70,115,6327,N,3,A_OFVAL,1,1,1
70,117,6328,N,NA,C_NOVAL,NA,NA,1
70,122,6329,N,2,A_OFVAL,1,1,1
70,123,6330,N,3,A_OFVAL,1,1,1
70,128,6331,N,3,A_OFVAL,1,1,1
70,129,6332,N,2,A_OFVAL,1,1,1
70,130,6333,N,3,A_OFVAL,1,1,1
70,137,6334,N,3,A_OFVAL,1,1,1
70,140,6335,N,2,A_OFVAL,1,1,1
70,148,6336,N,3,A_OFVAL,1,1,1
70,152,6337,M,2,A_OFVAL,2,3,0
70,154,6338,N,1,A_OFVAL,1,1,1
70,155,6339,N,NA,C_NOVAL,NA,NA,1
70,156,6340,N,1,A_OFVAL,1,1,1
70,158,6341,N,NA,C_NOVAL,NA,NA,1
70,159,6342,N,2,A_OFVAL,1,1,1
70,160,6343,N,NA,C_NOVAL,NA,NA,1
70,168,6344,M,NA,C_NOVAL,NA,NA,0
70,169,6345,N,3,A_OFVAL,1,1,1
70,172,6346,N,1,A_OFVAL,1,1,1
70,175,6347,N,2,A_OFVAL,1,1,1
70,178,6348,N,NA,C_NOVAL,NA,NA,1
70,182,6349,N,2,A_OFVAL,1,1,1
70,185,6350,M,2,A_OFVAL,3,5,0
70,190,6351,N,2,A_OFVAL,1,1,1
70,192,6352,M,4,A_OFVAL,3,5,0
70,194,6353,N,NA,C_NOVAL,NA,NA,1
70,196,6354,M,4,A_OFVAL,3,5,0
70,198,6355,N,3,A_OFVAL,1,1,1
70,199,6356,N,NA,C_NOVAL,NA,NA,1
70,200,6357,N,3,A_OFVAL,1,1,1
70,201,6358,N,2,A_OFVAL,1,1,1
70,204,6359,N,2,A_OFVAL,1,1,1
70,205,6360,M,3,A_OFVAL,3,5,0
70,208,6361,M,2,A_OFVAL,3,5,0
70,210,6362,M,NA,C_NOVAL,NA,NA,0
70,211,6363,N,2,A_OFVAL,1,1,1
70,214,6364,N,3,A_OFVAL,1,1,1
70,215,6365,N,4,A_OFVAL,1,1,1
70,216,6366,N,3,A_OFVAL,1,1,1
70,227,6367,N,1,A_OFVAL,1,1,1
70,229,6368,M,2,A_OFVAL,3,5,0
70,238,6369,M,3,A_OFVAL,3,5,0
70,248,6370,N,NA,C_NOVAL,NA,NA,1
70,253,6371,M,5,A_OFVAL,3,5,0
70,254,6372,N,2,B_LIMVAL,1,1,1
70,257,6373,N,1,A_OFVAL,1,1,1
70,262,6374,N,4,A_OFVAL,2,2,1
70,265,6375,N,2,A_OFVAL,1,1,1
70,268,6376,N,2,A_OFVAL,1,1,1
70,269,6377,N,NA,C_NOVAL,NA,NA,1
70,275,6378,N,3,A_OFVAL,1,1,1
70,276,6379,M,5,A_OFVAL,1,1,0
70,280,6380,N,2,A_OFVAL,1,1,1
70,283,6381,N,NA,C_NOVAL,NA,NA,1
70,290,6382,N,3,B_LIMVAL,1,1,1
70,291,6383,N,3,A_OFVAL,1,1,1
70,293,6384,N,2,A_OFVAL,1,1,1
70,294,6385,N,2,A_OFVAL,1,1,1
70,295,6386,N,2,A_OFVAL,1,1,1
70,297,6387,N,3,A_OFVAL,1,1,1
70,298,6388,N,4,A_OFVAL,1,1,1
71,1,6389,N,1,A_OFVAL,1,1,1
71,3,6390,N,2,A_OFVAL,1,1,1
71,5,6391,N,2,A_OFVAL,1,1,1
71,9,6392,N,NA,C_NOVAL,NA,NA,1
71,12,6393,N,2,A_OFVAL,1,1,1
71,13,6394,N,1,A_OFVAL,1,1,1
71,21,6395,N,3,A_OFVAL,2,2,1
71,29,6396,N,3,A_OFVAL,1,1,1
71,33,6397,N,3,A_OFVAL,1,1,1
71,41,6398,N,1,A_OFVAL,1,1,1
71,43,6399,N,3,A_OFVAL,1,1,1
71,48,6400,N,NA,C_NOVAL,NA,NA,1
71,52,6401,N,2,A_OFVAL,1,1,1
71,55,6402,N,3,A_OFVAL,1,1,1
71,61,6403,M,3,A_OFVAL,3,5,0
71,64,6404,N,NA,C_NOVAL,NA,NA,1
71,68,6405,N,NA,C_NOVAL,NA,NA,1
71,70,6406,N,2,A_OFVAL,1,1,1
71,71,6407,N,NA,C_NOVAL,NA,NA,1
71,72,6408,N,3,A_OFVAL,2,3,1
71,76,6409,N,3,A_OFVAL,1,1,1
71,77,6410,N,2,A_OFVAL,1,1,1
71,78,6411,N,3,A_OFVAL,1,1,1
71,79,6412,N,NA,C_NOVAL,NA,NA,1
71,80,6413,M,3,A_OFVAL,3,5,0
71,81,6414,N,2,A_OFVAL,1,1,1
71,82,6415,M,2,A_OFVAL,3,5,0
71,83,6416,N,3,A_OFVAL,1,1,1
71,84,6417,N,3,A_OFVAL,1,1,1
71,90,6418,N,NA,C_NOVAL,NA,NA,1
71,93,6419,M,3,A_OFVAL,3,5,0
71,100,6420,N,2,A_OFVAL,2,3,1
71,102,6421,M,NA,C_NOVAL,NA,NA,0
71,105,6422,N,1,A_OFVAL,1,1,1
71,107,6423,N,3,A_OFVAL,1,1,1
71,109,6424,M,1,A_OFVAL,3,5,0
71,113,6425,M,3,A_OFVAL,3,5,0
71,114,6426,N,2,A_OFVAL,1,1,1
71,116,6427,N,4,A_OFVAL,1,1,1
71,123,6428,N,3,A_OFVAL,1,1,1
71,126,6429,N,3,A_OFVAL,1,1,1
71,128,6430,N,3,A_OFVAL,1,1,1
71,130,6431,N,2,A_OFVAL,1,1,1
71,131,6432,N,2,A_OFVAL,1,1,1
71,140,6433,N,2,A_OFVAL,1,1,1
71,141,6434,N,3,A_OFVAL,1,1,1
71,142,6435,N,3,A_OFVAL,2,3,1
71,151,6436,M,3,A_OFVAL,3,5,0
71,154,6437,N,3,B_LIMVAL,1,1,1
71,161,6438,M,2,A_OFVAL,3,5,0
71,162,6439,N,2,A_OFVAL,1,1,1
71,165,6440,N,2,A_OFVAL,1,1,1
71,172,6441,N,1,A_OFVAL,1,1,1
