exID,pairID,responseID,ground_truth,KQ/QQ,value_decision,response3,response5,reported_difficulty
34,399,1134,Nonmated,KQ,Value,2,3,3
34,409,1135,Mated,KQ,Value,3,5,3
34,430,1136,Nonmated,KQ,Value,2,3,3
34,438,1137,Nonmated,KQ,Value,2,3,3
34,440,1138,Nonmated,KQ,Value,2,3,3
34,451,1139,Nonmated,KQ,Value,1,1,2
34,472,1140,Nonmated,KQ,Value,2,3,3
34,488,1141,Nonmated,KQ,Value,1,1,3
34,493,1142,Nonmated,KQ,Value,1,1,3
34,517,1143,Nonmated,KQ,Value,1,1,3
34,527,1144,Nonmated,KQ,Value,2,3,3
34,542,1145,Nonmated,KQ,NV,NA,NA,NA
34,563,1146,Mated,KQ,Value,3,5,2
34,575,1147,Nonmated,KQ,Value,1,1,3
34,586,1148,Nonmated,KQ,Value,1,1,3
34,590,1149,Nonmated,KQ,Value,2,2,3
34,592,1150,Mated,KQ,Value,3,5,3
34,592,1151,Mated,KQ,Value,3,5,3
34,607,1152,Nonmated,KQ,Value,2,3,3
35,23,1153,Nonmated,KQ,Value,1,1,1
35,35,1154,Nonmated,KQ,Value,2,3,3
35,50,1155,Nonmated,KQ,Value,2,3,4
35,52,1156,Mated,KQ,Value,3,5,3
35,65,1157,Nonmated,KQ,Value,2,3,4
35,66,1158,Mated,KQ,Value,3,5,4
35,82,1159,Nonmated,KQ,Value,2,3,4
35,124,1160,Nonmated,KQ,Value,2,3,4
35,137,1161,Mated,KQ,Value,3,5,2
35,149,1162,Nonmated,KQ,Value,2,3,3
35,152,1163,Nonmated,KQ,Value,2,3,4
35,164,1164,Nonmated,KQ,Value,1,1,2
35,187,1165,Mated,KQ,Value,3,5,3
35,191,1166,Mated,KQ,Value,2,3,4
35,221,1167,Nonmated,KQ,Value,1,1,1
35,233,1168,Nonmated,KQ,Value,1,1,1
35,251,1169,Nonmated,KQ,Value,2,3,4
35,265,1170,Mated,KQ,Value,3,5,3
35,298,1171,Mated,KQ,Value,3,5,2
35,324,1172,Mated,KQ,Value,3,5,1
35,332,1173,Mated,KQ,Value,3,5,2
35,340,1174,Nonmated,KQ,Value,2,3,4
35,356,1175,Nonmated,KQ,Value,2,3,3
35,375,1176,Mated,KQ,Value,3,5,2
35,381,1177,Nonmated,KQ,Value,2,2,4
35,394,1178,Nonmated,KQ,Value,2,3,4
35,426,1179,Nonmated,KQ,Value,2,3,4
35,440,1180,Nonmated,KQ,Value,3,5,4
35,444,1181,Nonmated,KQ,Value,2,3,4
35,463,1182,Nonmated,KQ,Value,2,3,3
35,496,1183,Nonmated,KQ,Value,2,3,3
35,524,1184,Nonmated,KQ,Value,2,3,4
35,528,1185,Nonmated,KQ,Value,2,3,3
35,553,1186,Mated,KQ,Value,3,5,1
35,604,1187,Nonmated,KQ,Value,2,3,4
36,4,1188,Nonmated,KQ,Value,2,3,4
36,58,1189,Nonmated,KQ,Value,2,3,4
36,100,1190,Nonmated,KQ,Value,2,2,3
36,129,1191,Nonmated,KQ,Value,2,3,4
36,146,1192,Mated,KQ,Value,3,5,3
36,195,1193,Mated,KQ,Value,3,5,4
36,253,1194,Mated,KQ,Value,3,5,3
36,275,1195,Nonmated,KQ,Value,1,1,2
36,357,1196,Nonmated,KQ,Value,2,2,3
36,423,1197,Nonmated,KQ,Value,2,3,4
36,478,1198,Mated,KQ,Value,2,3,4
36,485,1199,Mated,KQ,Value,2,3,3
36,534,1200,Nonmated,KQ,Value,2,3,4
36,558,1201,Nonmated,KQ,Value,2,3,5
36,566,1202,Nonmated,KQ,Value,2,3,3
37,38,1203,Nonmated,KQ,Value,1,1,3
37,159,1204,Nonmated,KQ,Value,2,4,4
37,315,1205,Mated,KQ,Value,2,2,4
37,363,1206,Mated,KQ,Value,3,5,3
37,371,1207,Mated,KQ,Value,3,5,4
37,396,1208,Nonmated,KQ,Value,1,1,3
37,417,1209,Nonmated,KQ,Value,2,2,4
37,454,1210,Nonmated,KQ,Value,1,1,4
37,544,1211,Nonmated,KQ,Value,2,2,4
37,554,1212,Mated,KQ,Value,3,5,2
38,132,1213,Mated,KQ,Value,3,5,1
38,239,1214,Nonmated,KQ,Value,2,4,3
38,285,1215,Mated,KQ,Value,3,5,1
38,292,1216,Nonmated,KQ,Value,2,3,3
38,342,1217,Mated,KQ,Value,2,3,4
38,346,1218,Nonmated,KQ,Value,2,3,3
38,427,1219,Nonmated,KQ,Value,2,3,3
38,538,1220,Nonmated,KQ,Value,2,3,3
38,611,1221,Mated,KQ,Value,2,3,3
38,617,1222,Nonmated,KQ,Value,2,3,4
39,14,1223,Mated,KQ,Value,3,5,5
39,27,1224,Nonmated,KQ,Value,2,2,4
39,104,1225,Nonmated,KQ,Value,1,1,3
39,113,1226,Mated,KQ,Value,2,3,5
39,172,1227,Nonmated,KQ,Value,1,1,3
39,209,1228,Mated,KQ,Value,3,5,4
39,219,1229,Nonmated,KQ,Value,1,1,3
39,241,1230,Nonmated,KQ,Value,1,1,3
39,314,1231,Mated,KQ,Value,1,1,3
39,349,1232,Nonmated,KQ,Value,2,3,4
39,353,1233,Nonmated,KQ,Value,1,1,3
39,354,1234,Mated,KQ,Value,2,4,5
39,389,1235,Nonmated,KQ,Value,2,2,5
39,402,1236,Nonmated,KQ,Value,1,1,3
39,412,1237,Nonmated,KQ,Value,1,1,1
39,456,1238,Mated,KQ,Value,3,5,3
39,467,1239,Mated,KQ,Value,2,3,5
39,475,1240,Nonmated,KQ,Value,2,3,5
39,518,1241,Mated,KQ,Value,3,5,3
39,543,1242,Nonmated,KQ,Value,1,1,3
39,562,1243,Nonmated,KQ,Value,2,2,4
39,584,1244,Mated,KQ,Value,2,3,5
39,589,1245,Mated,KQ,Value,2,4,5
39,601,1246,Nonmated,KQ,Value,1,1,1
39,609,1247,Nonmated,KQ,Value,2,2,4
40,13,1248,Mated,KQ,Value,3,5,1
40,25,1249,Mated,KQ,Value,2,4,5
40,39,1250,Mated,KQ,Value,3,5,2
40,59,1251,Nonmated,KQ,Value,2,2,4
40,62,1252,Nonmated,KQ,NV,NA,NA,NA
40,87,1253,Nonmated,KQ,Value,2,3,4
40,97,1254,Nonmated,KQ,Value,2,3,5
40,118,1255,Mated,KQ,Value,2,3,4
40,122,1256,Nonmated,KQ,Value,2,3,5
40,130,1257,Mated,KQ,Value,2,3,4
40,134,1258,Nonmated,KQ,Value,2,2,4
40,172,1259,Nonmated,KQ,Value,2,2,4
40,179,1260,Nonmated,KQ,Value,2,3,4
40,181,1261,Nonmated,KQ,Value,2,2,4
40,207,1262,Nonmated,KQ,Value,2,2,4
40,218,1263,Mated,KQ,Value,3,5,2
40,226,1264,Nonmated,KQ,NV,NA,NA,NA
40,256,1265,Nonmated,KQ,NV,NA,NA,NA
40,256,1266,Nonmated,KQ,Value,2,3,4
40,257,1267,Nonmated,KQ,NV,NA,NA,NA
40,262,1268,Nonmated,KQ,NV,NA,NA,NA
40,262,1269,Nonmated,KQ,NV,NA,NA,NA
40,268,1270,Nonmated,KQ,NV,NA,NA,NA
40,309,1271,Nonmated,KQ,Value,2,3,4
40,315,1272,Mated,KQ,Value,2,3,4
40,319,1273,Nonmated,KQ,Value,1,1,1
40,319,1274,Nonmated,KQ,Value,1,1,2
40,353,1275,Nonmated,KQ,Value,1,1,3
40,363,1276,Mated,KQ,NV,NA,NA,NA
40,368,1277,Nonmated,KQ,Value,2,3,4
40,378,1278,Nonmated,KQ,NV,NA,NA,NA
40,411,1279,Mated,KQ,Value,3,5,1
40,442,1280,Mated,KQ,Value,2,3,5
40,442,1281,Mated,KQ,Value,3,5,3
40,454,1282,Nonmated,KQ,Value,2,3,4
40,456,1283,Mated,KQ,Value,3,5,2
40,469,1284,Nonmated,KQ,Value,2,3,4
40,480,1285,Mated,KQ,Value,3,5,1
40,498,1286,Nonmated,KQ,Value,2,3,4
40,518,1287,Mated,KQ,Value,2,3,4
40,543,1288,Nonmated,KQ,Value,2,3,4
40,544,1289,Nonmated,KQ,NV,NA,NA,NA
40,546,1290,Nonmated,KQ,Value,2,3,4
40,551,1291,Mated,KQ,Value,2,3,4
40,554,1292,Mated,KQ,Value,3,5,1
40,569,1293,Nonmated,KQ,Value,1,1,4
40,569,1294,Nonmated,KQ,Value,1,1,5
40,587,1295,Nonmated,KQ,Value,2,2,4
40,596,1296,Nonmated,KQ,Value,2,3,4
40,615,1297,Nonmated,KQ,NV,NA,NA,NA
41,8,1298,Mated,KQ,Value,2,3,3
41,41,1299,Mated,KQ,Value,3,5,2
41,44,1300,Nonmated,KQ,Value,2,3,4
41,50,1301,Nonmated,KQ,Value,2,3,3
41,78,1302,Nonmated,KQ,Value,2,3,3
41,120,1303,Nonmated,KQ,Value,1,1,1
41,137,1304,Mated,KQ,Value,3,5,1
41,145,1305,Nonmated,KQ,Value,2,3,3
41,165,1306,Mated,KQ,Value,3,5,2
41,170,1307,Mated,KQ,Value,3,5,3
41,183,1308,Nonmated,KQ,Value,2,3,4
41,192,1309,Nonmated,KQ,Value,2,3,3
41,203,1310,Nonmated,KQ,Value,2,3,4
41,206,1311,Mated,KQ,Value,2,4,3
41,210,1312,Nonmated,KQ,Value,2,3,4
41,233,1313,Nonmated,KQ,Value,1,1,2
41,240,1314,Nonmated,KQ,Value,2,3,3
41,302,1315,Nonmated,KQ,Value,1,1,1
41,317,1316,Mated,KQ,Value,3,5,2
41,329,1317,Nonmated,KQ,Value,2,3,3
41,364,1318,Nonmated,KQ,Value,2,3,4
41,374,1319,Nonmated,KQ,Value,2,3,4
41,398,1320,Mated,KQ,Value,3,5,1
41,407,1321,Mated,KQ,Value,2,3,4
41,416,1322,Mated,KQ,Value,3,5,2
41,439,1323,Mated,KQ,Value,3,5,1
41,463,1324,Nonmated,KQ,Value,2,3,3
41,479,1325,Nonmated,KQ,Value,2,3,3
41,483,1326,Nonmated,KQ,Value,2,3,3
41,497,1327,Nonmated,KQ,Value,2,3,3
41,500,1328,Mated,KQ,Value,2,3,3
41,519,1329,Nonmated,KQ,Value,2,3,3
41,528,1330,Nonmated,KQ,Value,2,3,3
41,557,1331,Nonmated,KQ,Value,2,3,3
41,572,1332,Nonmated,KQ,Value,2,3,3
41,578,1333,Nonmated,KQ,Value,2,3,3
41,594,1334,Nonmated,KQ,Value,2,3,4
41,603,1335,Nonmated,KQ,Value,2,4,3
41,614,1336,Nonmated,KQ,Value,2,3,3
42,60,1337,Nonmated,KQ,Value,2,3,4
42,76,1338,Mated,KQ,Value,2,3,3
42,98,1339,Mated,KQ,Value,3,5,3
42,117,1340,Mated,KQ,Value,3,5,3
42,162,1341,Nonmated,KQ,Value,2,3,3
42,171,1342,Nonmated,KQ,Value,2,3,3
42,180,1343,Nonmated,KQ,Value,1,1,2
42,199,1344,Nonmated,KQ,Value,2,3,4
42,212,1345,Mated,KQ,Value,3,5,3
42,215,1346,Nonmated,KQ,Value,2,3,4
42,242,1347,Mated,KQ,Value,3,5,3
42,243,1348,Nonmated,KQ,Value,2,3,4
42,283,1349,Mated,KQ,Value,3,5,4
42,306,1350,Nonmated,KQ,Value,2,3,3
42,328,1351,Mated,KQ,Value,3,5,4
42,359,1352,Nonmated,KQ,Value,2,3,3
42,366,1353,Nonmated,KQ,Value,2,3,4
42,379,1354,Nonmated,KQ,Value,2,3,3
42,380,1355,Nonmated,KQ,Value,1,1,1
42,385,1356,Nonmated,KQ,Value,2,3,3
42,405,1357,Nonmated,KQ,Value,2,3,3
42,410,1358,Nonmated,KQ,Value,2,3,3
42,415,1359,Nonmated,KQ,Value,2,3,4
42,433,1360,Nonmated,KQ,Value,2,3,4
42,446,1361,Mated,KQ,Value,3,5,4
42,450,1362,Mated,KQ,Value,3,5,3
42,452,1363,Nonmated,KQ,Value,2,3,3
42,459,1364,Mated,KQ,Value,2,4,4
42,499,1365,Nonmated,KQ,Value,2,3,3
42,503,1366,Nonmated,KQ,Value,2,3,5
42,515,1367,Nonmated,KQ,Value,2,2,4
42,516,1368,Nonmated,KQ,Value,2,3,3
42,530,1369,Nonmated,KQ,Value,2,3,4
42,539,1370,Mated,KQ,Value,2,3,3
42,547,1371,Mated,KQ,Value,3,5,4
43,4,1372,Nonmated,KQ,Value,2,3,3
43,42,1373,Nonmated,KQ,Value,2,3,3
43,58,1374,Nonmated,KQ,Value,2,3,4
43,64,1375,Nonmated,KQ,Value,2,2,3
43,73,1376,Mated,KQ,NV,NA,NA,NA
43,75,1377,Nonmated,KQ,Value,2,3,2
43,113,1378,Mated,KQ,Value,3,5,4
43,129,1379,Nonmated,KQ,Value,2,3,4
43,146,1380,Mated,KQ,Value,2,4,3
43,169,1381,Nonmated,KQ,Value,2,2,3
43,182,1382,Nonmated,KQ,Value,2,3,3
43,186,1383,Mated,KQ,Value,2,3,4
43,202,1384,Nonmated,KQ,Value,2,3,3
43,245,1385,Nonmated,KQ,Value,2,3,3
43,246,1386,Nonmated,KQ,Value,2,3,3
43,281,1387,Nonmated,KQ,Value,2,3,3
43,305,1388,Nonmated,KQ,Value,2,2,3
43,307,1389,Nonmated,KQ,Value,2,3,3
43,314,1390,Mated,KQ,Value,3,5,4
43,389,1391,Nonmated,KQ,Value,2,3,3
43,445,1392,Mated,KQ,NV,NA,NA,NA
43,471,1393,Nonmated,KQ,Value,2,3,3
43,475,1394,Nonmated,KQ,Value,2,3,3
43,489,1395,Nonmated,KQ,Value,2,3,3
43,511,1396,Mated,KQ,NV,NA,NA,NA
43,558,1397,Nonmated,KQ,NV,NA,NA,NA
43,561,1398,Nonmated,KQ,Value,2,2,3
43,571,1399,Nonmated,KQ,Value,2,2,2
43,577,1400,Nonmated,KQ,Value,2,2,3
43,584,1401,Mated,KQ,NV,NA,NA,NA
43,599,1402,Mated,KQ,Value,3,5,3
43,613,1403,Nonmated,KQ,Value,2,3,4
44,18,1404,Mated,KQ,Value,2,4,3
44,20,1405,Nonmated,KQ,Value,2,2,4
44,49,1406,Nonmated,KQ,Value,2,3,4
44,77,1407,Mated,KQ,Value,3,5,3
44,89,1408,Mated,KQ,Value,3,5,3
44,101,1409,Mated,KQ,NV,NA,NA,NA
44,216,1410,Nonmated,KQ,Value,2,2,3
44,244,1411,Nonmated,KQ,Value,2,3,4
44,254,1412,Nonmated,KQ,Value,1,1,3
44,320,1413,Nonmated,KQ,Value,2,3,3
44,336,1414,Mated,KQ,Value,3,5,2
44,406,1415,Nonmated,KQ,Value,2,4,3
44,422,1416,Mated,KQ,NV,NA,NA,NA
44,432,1417,Nonmated,KQ,Value,2,2,3
44,453,1418,Nonmated,KQ,Value,2,3,3
44,457,1419,Nonmated,KQ,Value,2,3,3
44,521,1420,Mated,KQ,Value,2,3,3
44,522,1421,Nonmated,KQ,Value,2,3,3
44,574,1422,Nonmated,KQ,Value,2,2,3
44,598,1423,Mated,KQ,Value,3,5,3
45,34,1424,Mated,KQ,Value,2,3,4
45,61,1425,Nonmated,KQ,Value,2,3,3
45,84,1426,Mated,KQ,Value,3,5,3
45,88,1427,Nonmated,KQ,Value,1,1,4
45,96,1428,Nonmated,KQ,Value,2,3,4
45,111,1429,Nonmated,KQ,Value,2,3,4
45,139,1430,Nonmated,KQ,Value,2,4,3
45,141,1431,Mated,KQ,Value,3,5,3
45,143,1432,Nonmated,KQ,Value,2,2,3
45,158,1433,Nonmated,KQ,Value,2,3,4
45,176,1434,Mated,KQ,Value,2,3,3
45,177,1435,Nonmated,KQ,Value,1,1,2
45,183,1436,Nonmated,KQ,Value,2,3,4
45,205,1437,Nonmated,KQ,NV,NA,NA,NA
45,227,1438,Mated,KQ,Value,2,3,2
45,269,1439,Mated,KQ,Value,3,5,2
45,289,1440,Mated,KQ,Value,3,5,3
45,313,1441,Nonmated,KQ,NV,NA,NA,NA
45,327,1442,Nonmated,KQ,Value,2,3,3
45,329,1443,Nonmated,KQ,Value,2,2,3
45,331,1444,Nonmated,KQ,Value,2,3,2
45,347,1445,Nonmated,KQ,Value,2,2,3
45,364,1446,Nonmated,KQ,Value,2,3,2
45,374,1447,Nonmated,KQ,Value,2,3,4
45,377,1448,Nonmated,KQ,Value,1,1,4
45,393,1449,Mated,KQ,Value,3,5,2
45,407,1450,Mated,KQ,Value,2,3,3
45,430,1451,Nonmated,KQ,Value,2,2,4
45,455,1452,Nonmated,KQ,Value,2,3,4
45,479,1453,Nonmated,KQ,NV,NA,NA,NA
45,510,1454,Mated,KQ,Value,3,5,2
45,545,1455,Mated,KQ,Value,3,5,3
45,549,1456,Nonmated,KQ,Value,2,3,3
45,570,1457,Mated,KQ,Value,2,3,4
45,572,1458,Nonmated,KQ,Value,1,1,3
45,585,1459,Nonmated,KQ,Value,2,3,2
45,614,1460,Nonmated,KQ,Value,2,3,3
46,57,1461,Nonmated,KQ,Value,2,3,3
46,68,1462,Nonmated,KQ,Value,2,4,4
46,73,1463,Mated,KQ,Value,2,4,5
46,88,1464,Nonmated,KQ,Value,2,3,4
46,111,1465,Nonmated,KQ,Value,2,4,3
46,131,1466,Mated,KQ,Value,2,3,4
46,132,1467,Mated,KQ,Value,3,5,3
46,148,1468,Nonmated,KQ,Value,1,1,4
46,158,1469,Nonmated,KQ,Value,2,2,4
46,184,1470,Nonmated,KQ,Value,2,4,4
46,208,1471,Nonmated,KQ,Value,2,4,4
46,220,1472,Nonmated,KQ,Value,2,2,3
46,239,1473,Nonmated,KQ,Value,1,1,5
46,270,1474,Nonmated,KQ,Value,1,1,1
46,281,1475,Nonmated,KQ,Value,2,3,4
46,285,1476,Mated,KQ,Value,3,5,3
46,292,1477,Nonmated,KQ,Value,2,2,4
46,318,1478,Nonmated,KQ,Value,2,2,4
46,334,1479,Nonmated,KQ,Value,2,4,5
46,342,1480,Mated,KQ,Value,2,3,4
46,343,1481,Nonmated,KQ,Value,2,2,5
46,346,1482,Nonmated,KQ,Value,2,3,3
46,365,1483,Mated,KQ,Value,3,5,4
46,397,1484,Mated,KQ,Value,2,3,4
46,400,1485,Nonmated,KQ,Value,2,3,4
46,427,1486,Nonmated,KQ,Value,2,3,4
46,445,1487,Mated,KQ,Value,2,3,3
46,455,1488,Nonmated,KQ,Value,2,3,3
46,471,1489,Nonmated,KQ,Value,2,2,4
46,510,1490,Mated,KQ,Value,3,5,3
46,511,1491,Mated,KQ,Value,3,5,4
46,538,1492,Nonmated,KQ,Value,2,4,4
46,605,1493,Nonmated,KQ,Value,1,1,5
46,611,1494,Mated,KQ,Value,2,4,4
46,617,1495,Nonmated,KQ,Value,2,2,4
47,3,1496,Mated,KQ,Value,3,5,4
47,18,1497,Mated,KQ,Value,2,4,5
47,19,1498,Mated,KQ,Value,3,5,4
47,19,1499,Mated,KQ,Value,3,5,4
47,29,1500,Mated,KQ,Value,3,5,3
47,30,1501,Nonmated,KQ,Value,2,3,4
47,31,1502,Nonmated,KQ,Value,2,2,3
47,31,1503,Nonmated,KQ,Value,2,2,3
47,42,1504,Nonmated,KQ,Value,2,4,5
47,42,1505,Nonmated,KQ,Value,3,5,4
47,74,1506,Mated,KQ,Value,3,5,3
47,85,1507,Mated,KQ,Value,3,5,2
47,115,1508,Nonmated,KQ,Value,2,2,3
47,123,1509,Mated,KQ,Value,3,5,1
47,135,1510,Nonmated,KQ,Value,2,3,4
47,154,1511,Nonmated,KQ,Value,2,3,4
47,157,1512,Nonmated,KQ,Value,2,3,4
47,163,1513,Mated,KQ,Value,2,4,4
47,183,1514,Nonmated,KQ,Value,3,5,3
47,249,1515,Mated,KQ,Value,3,5,5
47,255,1516,Nonmated,KQ,Value,1,1,2
47,261,1517,Nonmated,KQ,Value,1,1,1
47,277,1518,Nonmated,KQ,Value,1,1,1
47,280,1519,Nonmated,KQ,Value,2,3,4
47,288,1520,Nonmated,KQ,Value,2,3,4
47,296,1521,Nonmated,KQ,Value,2,4,5
47,300,1522,Nonmated,KQ,Value,2,3,4
47,326,1523,Mated,KQ,Value,3,5,3
47,326,1524,Mated,KQ,Value,3,5,3
47,333,1525,Nonmated,KQ,Value,2,2,3
47,336,1526,Mated,KQ,Value,3,5,2
47,338,1527,Nonmated,KQ,Value,2,3,4
47,374,1528,Nonmated,KQ,Value,2,4,4
47,429,1529,Nonmated,KQ,Value,2,2,3
47,434,1530,Mated,KQ,Value,3,5,4
47,453,1531,Nonmated,KQ,Value,2,3,4
47,457,1532,Nonmated,KQ,Value,2,3,5
47,464,1533,Nonmated,KQ,Value,2,4,4
47,491,1534,Nonmated,KQ,Value,3,5,4
47,492,1535,Nonmated,KQ,Value,2,3,4
47,501,1536,Nonmated,KQ,Value,2,3,4
47,506,1537,Nonmated,KQ,Value,2,3,5
47,521,1538,Mated,KQ,Value,2,4,4
47,527,1539,Nonmated,KQ,Value,3,5,3
47,535,1540,Mated,KQ,Value,3,5,3
47,555,1541,Nonmated,KQ,Value,3,5,3
47,556,1542,Mated,KQ,Value,3,5,4
47,556,1543,Mated,KQ,Value,3,5,3
47,577,1544,Nonmated,KQ,Value,2,4,5
47,612,1545,Nonmated,KQ,Value,2,4,5
48,34,1546,Mated,KQ,Value,2,4,4
48,54,1547,Nonmated,KQ,Value,2,4,4
48,72,1548,Mated,KQ,Value,2,3,3
48,76,1549,Mated,KQ,Value,2,4,4
48,105,1550,Mated,KQ,Value,2,3,3
48,117,1551,Mated,KQ,Value,3,5,3
48,142,1552,Nonmated,KQ,Value,2,4,3
48,161,1553,Nonmated,KQ,Value,2,4,4
48,176,1554,Mated,KQ,Value,2,4,3
48,215,1555,Nonmated,KQ,Value,2,3,4
48,229,1556,Nonmated,KQ,Value,2,2,3
48,269,1557,Mated,KQ,Value,3,5,3
48,313,1558,Nonmated,KQ,Value,2,3,3
48,328,1559,Mated,KQ,Value,3,5,3
48,352,1560,Nonmated,KQ,Value,2,4,3
48,377,1561,Nonmated,KQ,Value,2,3,3
48,384,1562,Nonmated,KQ,Value,1,1,2
48,385,1563,Nonmated,KQ,Value,2,3,3
48,388,1564,Nonmated,KQ,Value,1,1,3
48,474,1565,Nonmated,KQ,Value,2,4,3
49,33,1566,Nonmated,KQ,Value,2,3,4
49,74,1567,Mated,KQ,Value,3,5,2
49,91,1568,Nonmated,KQ,Value,2,4,5
49,135,1569,Nonmated,KQ,Value,2,2,2
49,183,1570,Nonmated,KQ,Value,2,3,4
49,197,1571,Nonmated,KQ,Value,2,2,2
49,288,1572,Nonmated,KQ,Value,2,4,5
49,464,1573,Nonmated,KQ,Value,2,3,4
49,531,1574,Mated,KQ,Value,3,5,3
49,533,1575,Nonmated,KQ,Value,1,1,2
1,20,1,Nonmated,QQ,Value,2,2,3
1,40,2,Nonmated,QQ,Value,2,2,4
1,44,3,Nonmated,QQ,Value,NA,NA,NA
1,221,4,Mated,QQ,Value,3,5,3
1,418,5,Nonmated,QQ,Value,1,1,1
1,443,6,Mated,QQ,Value,2,2,3
1,460,7,Mated,QQ,Value,3,5,3
1,542,8,Nonmated,QQ,Value,2,2,4
1,563,9,Nonmated,QQ,Value,2,2,2
1,594,10,Nonmated,QQ,Value,2,2,3
2,3,11,Nonmated,QQ,Value,1,1,3
2,5,12,Nonmated,QQ,Value,2,2,3
2,15,13,Mated,QQ,Value,2,3,3
2,20,14,Nonmated,QQ,Value,2,3,3
2,23,15,Mated,QQ,Value,2,4,3
2,40,16,Nonmated,QQ,Value,2,3,3
2,44,17,Nonmated,QQ,Value,2,3,3
2,72,18,Nonmated,QQ,Value,1,1,2
2,79,19,Mated,QQ,Value,2,3,3
2,110,20,Mated,QQ,Value,3,5,3
2,114,21,Nonmated,QQ,Value,2,3,3
2,124,22,Nonmated,QQ,Value,2,3,3
2,164,23,Mated,QQ,Value,3,5,3
2,171,24,Nonmated,QQ,Value,1,1,2
2,180,25,Nonmated,QQ,Value,2,3,3
2,185,26,Nonmated,QQ,Value,2,4,3
2,190,27,Mated,QQ,Value,3,5,3
2,217,28,Nonmated,QQ,Value,1,1,2
2,316,29,Nonmated,QQ,Value,2,3,3
2,349,30,Mated,QQ,Value,2,3,3
2,408,31,Nonmated,QQ,Value,2,4,3
2,418,32,Nonmated,QQ,Value,1,1,3
2,427,33,Nonmated,QQ,Value,2,2,3
2,505,34,Mated,QQ,Value,3,5,3
2,512,35,Mated,QQ,Value,3,5,3
2,523,36,Nonmated,QQ,Value,1,1,2
2,540,37,Mated,QQ,Value,2,3,3
2,542,38,Nonmated,QQ,Value,2,3,3
2,546,39,Nonmated,QQ,Value,1,1,3
2,555,40,Mated,QQ,Value,3,5,3
2,570,41,Mated,QQ,Value,3,5,3
2,571,42,Nonmated,QQ,Value,2,3,3
2,572,43,Nonmated,QQ,Value,1,1,3
2,589,44,Nonmated,QQ,Value,2,3,3
2,591,45,Nonmated,QQ,Value,2,3,3
3,18,46,Nonmated,QQ,Value,2,3,3
3,98,47,Nonmated,QQ,Value,1,1,2
3,139,48,Nonmated,QQ,Value,2,3,3
3,147,49,Mated,QQ,Value,2,3,3
3,153,50,Nonmated,QQ,Value,2,3,4
3,188,51,Mated,QQ,Value,2,2,3
3,192,52,Nonmated,QQ,Value,2,2,3
3,202,53,Nonmated,QQ,Value,1,1,1
3,232,54,Nonmated,QQ,Value,1,1,3
3,243,55,Mated,QQ,Value,3,5,4
3,255,56,Nonmated,QQ,Value,2,3,3
3,256,57,Nonmated,QQ,Value,2,3,4
3,263,58,Mated,QQ,Value,3,5,3
3,271,59,Mated,QQ,Value,3,5,4
3,281,60,Nonmated,QQ,Value,2,3,3
3,288,61,Mated,QQ,Value,2,2,3
3,310,62,Nonmated,QQ,Value,2,2,3
3,312,63,Nonmated,QQ,Value,1,1,2
3,320,64,Nonmated,QQ,Value,2,3,4
3,330,65,Mated,QQ,Value,2,3,3
3,357,66,Nonmated,QQ,Value,2,3,3
3,360,67,Nonmated,QQ,Value,2,3,3
3,362,68,Nonmated,QQ,Value,1,1,3
3,376,69,Nonmated,QQ,Value,2,3,3
3,381,70,Nonmated,QQ,Value,2,3,3
3,392,71,Nonmated,QQ,Value,1,1,2
3,402,72,Nonmated,QQ,Value,2,3,3
3,449,73,Mated,QQ,Value,3,5,3
3,456,74,Mated,QQ,Value,3,5,2
3,461,75,Mated,QQ,Value,2,3,3
3,470,76,Mated,QQ,Value,3,5,2
3,533,77,Mated,QQ,Value,2,2,3
3,557,78,Nonmated,QQ,Value,2,3,3
3,578,79,Nonmated,QQ,Value,1,1,1
3,595,80,Mated,QQ,Value,3,5,2
3,620,81,Nonmated,QQ,Value,1,1,3
4,6,82,Nonmated,QQ,Value,1,1,3
4,7,83,Nonmated,QQ,Value,1,1,3
4,16,84,Nonmated,QQ,Value,2,2,4
4,37,85,Nonmated,QQ,Value,1,1,4
4,51,86,Mated,QQ,Value,3,5,3
4,60,87,Nonmated,QQ,Value,1,1,3
4,100,88,Nonmated,QQ,Value,1,1,3
4,102,89,Mated,QQ,Value,1,1,3
4,102,90,Mated,QQ,Value,3,5,4
4,104,91,Nonmated,QQ,Value,1,1,3
4,111,92,Nonmated,QQ,Value,1,1,3
4,120,93,Nonmated,QQ,Value,1,1,3
4,120,94,Nonmated,QQ,Value,1,1,3
4,121,95,Nonmated,QQ,Value,1,1,3
4,122,96,Nonmated,QQ,Value,1,1,3
4,128,97,Mated,QQ,Value,3,5,3
4,143,98,Nonmated,QQ,Value,2,2,4
4,145,99,Mated,QQ,Value,2,3,5
4,150,100,Mated,QQ,Value,3,5,3
4,179,101,Mated,QQ,Value,2,3,5
4,197,102,Mated,QQ,Value,2,3,5
4,216,103,Nonmated,QQ,Value,2,2,4
4,225,104,Nonmated,QQ,Value,1,1,3
4,234,105,Nonmated,QQ,Value,2,2,4
4,235,106,Nonmated,QQ,Value,2,3,4
4,235,107,Nonmated,QQ,Value,2,3,4
4,241,108,Nonmated,QQ,Value,1,1,3
4,282,109,Nonmated,QQ,Value,2,3,5
4,291,110,Nonmated,QQ,Value,2,3,4
