exID,pairID,responseID,ground_truth,value_decision,response3,response5,response7,reported_difficulty
37,256,3085,Mated,1A_Value,3,5,7,3
37,260,3086,Nonmated,1B_NoValue,NA,NA,NA,NA
37,262,3087,Nonmated,1A_Value,1,1,1,1
37,265,3088,Nonmated,1A_Value,2,3,4,4
37,278,3089,Mated,1A_Value,3,5,7,1
37,281,3090,Mated,1A_Value,2,2,3,4
37,282,3091,Mated,1A_Value,2,4,5,3
37,283,3092,Nonmated,1A_Value,2,4,5,3
37,288,3093,Mated,1A_Value,2,4,5,3
37,293,3094,Mated,1A_Value,2,4,5,3
37,298,3095,Mated,1A_Value,3,5,7,2
37,299,3096,Nonmated,1A_Value,2,4,5,3
38,223,3097,Mated,1A_Value,2,4,5,4
38,3,3098,Mated,1A_Value,1,1,1,3
38,7,3099,Mated,1A_Value,2,2,3,4
38,10,3100,Nonmated,1A_Value,1,1,1,2
38,11,3101,Nonmated,1A_Value,2,2,3,3
38,15,3102,Mated,1A_Value,2,2,3,4
38,104,3103,Nonmated,1A_Value,1,1,1,3
38,20,3104,Nonmated,1A_Value,1,1,1,2
38,25,3105,Mated,1A_Value,1,1,1,3
38,29,3106,Nonmated,1A_Value,1,1,1,3
38,32,3107,Mated,1A_Value,3,5,7,3
38,33,3108,Mated,1A_Value,2,4,5,3
38,36,3109,Nonmated,1A_Value,2,2,3,3
38,44,3110,Nonmated,1A_Value,1,1,1,4
38,50,3111,Nonmated,1A_Value,1,1,1,2
38,53,3112,Nonmated,1A_Value,2,2,2,3
38,57,3113,Nonmated,1A_Value,1,1,1,2
38,61,3114,Mated,1A_Value,2,4,5,3
38,63,3115,Nonmated,1A_Value,1,1,1,2
38,225,3116,Mated,1A_Value,3,5,7,2
38,68,3117,Mated,1A_Value,3,5,7,2
38,145,3118,Nonmated,1A_Value,1,1,1,3
38,72,3119,Nonmated,1A_Value,1,1,1,3
38,73,3120,Nonmated,1A_Value,1,1,1,3
38,77,3121,Mated,1A_Value,1,1,1,4
38,79,3122,Nonmated,1A_Value,1,1,1,3
38,80,3123,Nonmated,1A_Value,1,1,1,2
38,83,3124,Nonmated,1A_Value,1,1,1,2
38,85,3125,Nonmated,1A_Value,1,1,1,2
38,86,3126,Mated,1A_Value,3,5,7,3
38,89,3127,Nonmated,1A_Value,2,2,2,4
38,90,3128,Nonmated,1A_Value,1,1,1,2
38,93,3129,Nonmated,1A_Value,1,1,1,3
38,94,3130,Mated,1A_Value,2,3,4,3
38,95,3131,Nonmated,1A_Value,2,4,5,3
38,96,3132,Mated,1A_Value,2,4,6,3
38,98,3133,Nonmated,1A_Value,1,1,1,2
38,99,3134,Nonmated,1A_Value,2,4,5,3
38,208,3135,Nonmated,1A_Value,2,4,5,3
38,255,3136,Mated,1A_Value,2,4,5,3
38,100,3137,Mated,1A_Value,2,4,5,3
38,101,3138,Nonmated,1A_Value,1,1,1,2
38,102,3139,Mated,1A_Value,3,5,7,3
38,251,3140,Mated,1A_Value,3,5,7,2
38,107,3141,Mated,1A_Value,2,4,5,3
38,136,3142,Nonmated,1A_Value,2,4,5,3
38,108,3143,Nonmated,1A_Value,1,1,1,3
38,110,3144,Nonmated,1A_Value,2,2,2,4
38,114,3145,Nonmated,1A_Value,1,1,1,3
38,118,3146,Nonmated,1A_Value,1,1,1,3
38,120,3147,Nonmated,1A_Value,1,1,1,3
38,124,3148,Nonmated,1A_Value,1,1,1,3
38,134,3149,Nonmated,1A_Value,1,1,1,3
38,139,3150,Nonmated,1A_Value,1,1,1,2
38,140,3151,Nonmated,1A_Value,1,1,1,2
38,142,3152,Mated,1A_Value,1,1,1,3
38,148,3153,Mated,1A_Value,2,4,5,3
38,156,3154,Mated,1A_Value,3,5,7,3
38,158,3155,Mated,1A_Value,2,2,2,3
38,159,3156,Nonmated,1A_Value,1,1,1,2
38,165,3157,Nonmated,1A_Value,1,1,1,1
38,170,3158,Mated,1B_NoValue,NA,NA,NA,NA
38,173,3159,Nonmated,1A_Value,1,1,1,3
38,175,3160,Nonmated,1A_Value,1,1,1,2
38,177,3161,Mated,1A_Value,2,2,2,3
38,181,3162,Mated,1A_Value,1,1,1,3
38,185,3163,Mated,1A_Value,2,4,5,4
38,186,3164,Nonmated,1A_Value,1,1,1,3
38,187,3165,Nonmated,1A_Value,2,2,2,4
38,191,3166,Nonmated,1A_Value,1,1,1,3
38,201,3167,Nonmated,1A_Value,1,1,1,3
38,210,3168,Nonmated,1A_Value,2,2,3,3
38,211,3169,Mated,1A_Value,1,1,1,3
38,213,3170,Nonmated,1A_Value,1,1,1,2
38,216,3171,Nonmated,1A_Value,1,1,1,3
38,214,3172,Nonmated,1A_Value,2,4,5,3
38,224,3173,Mated,1A_Value,3,5,7,3
38,227,3174,Nonmated,1A_Value,2,3,4,4
38,236,3175,Nonmated,1A_Value,1,1,1,3
38,237,3176,Mated,1A_Value,1,1,1,1
38,241,3177,Mated,1A_Value,1,1,1,4
38,244,3178,Mated,1A_Value,3,5,7,4
38,245,3179,Mated,1A_Value,2,4,5,3
38,267,3180,Nonmated,1A_Value,2,4,5,3
38,249,3181,Nonmated,1A_Value,2,2,3,3
38,252,3182,Nonmated,1A_Value,1,1,1,3
38,254,3183,Nonmated,1A_Value,1,1,1,5
38,260,3184,Nonmated,1A_Value,1,1,1,3
38,270,3185,Mated,1A_Value,2,2,3,3
38,271,3186,Nonmated,1A_Value,1,1,1,4
38,273,3187,Nonmated,1A_Value,1,1,1,2
38,277,3188,Nonmated,1A_Value,1,1,1,2
38,281,3189,Mated,1A_Value,2,2,3,4
38,282,3190,Mated,1A_Value,3,5,7,5
38,287,3191,Mated,1A_Value,2,2,3,3
38,289,3192,Mated,1A_Value,1,1,1,3
38,292,3193,Nonmated,1B_NoValue,NA,NA,NA,NA
38,294,3194,Nonmated,1A_Value,1,1,1,2
38,297,3195,Mated,1A_Value,2,4,5,3
39,4,3196,Mated,1A_Value,2,4,6,2
39,22,3197,Mated,1A_Value,3,5,7,2
39,30,3198,Nonmated,1A_Value,2,2,3,3
39,40,3199,Mated,1A_Value,2,3,4,3
39,78,3200,Nonmated,1A_Value,2,3,4,3
39,220,3201,Mated,1A_Value,3,5,7,3
39,56,3202,Nonmated,1A_Value,1,1,1,2
39,76,3203,Nonmated,1A_Value,2,2,3,3
39,87,3204,Nonmated,1A_Value,2,2,3,2
39,117,3205,Nonmated,1A_Value,2,4,5,2
39,275,3206,Nonmated,1A_Value,2,4,5,3
39,126,3207,Nonmated,1A_Value,2,3,4,3
39,143,3208,Mated,1A_Value,2,4,6,2
39,149,3209,Mated,1A_Value,2,2,3,3
39,172,3210,Nonmated,1A_Value,2,2,3,2
39,195,3211,Mated,1A_Value,2,2,3,3
39,217,3212,Nonmated,1A_Value,2,3,4,3
39,222,3213,Nonmated,1A_Value,2,4,5,2
39,234,3214,Nonmated,1A_Value,2,4,5,2
39,258,3215,Mated,1A_Value,2,4,6,3
40,2,3216,Nonmated,1A_Value,2,2,2,4
40,5,3217,Nonmated,1B_NoValue,NA,NA,NA,NA
40,8,3218,Nonmated,1A_Value,1,1,1,2
40,9,3219,Mated,1A_Value,2,4,6,3
40,11,3220,Nonmated,1A_Value,2,2,3,3
40,15,3221,Mated,1A_Value,3,5,7,3
40,17,3222,Mated,1A_Value,2,4,6,3
40,25,3223,Mated,1A_Value,3,5,7,3
40,29,3224,Nonmated,1A_Value,2,2,3,3
40,33,3225,Mated,1A_Value,3,5,7,2
40,192,3226,Mated,1A_Value,2,4,6,3
40,35,3227,Mated,1A_Value,2,4,6,3
40,36,3228,Nonmated,1A_Value,2,2,3,3
40,37,3229,Nonmated,1A_Value,2,4,6,3
40,132,3230,Nonmated,1A_Value,3,5,7,3
40,44,3231,Nonmated,1A_Value,2,3,4,3
40,50,3232,Nonmated,1A_Value,2,3,4,4
40,52,3233,Nonmated,1A_Value,2,2,3,4
40,57,3234,Nonmated,1A_Value,1,1,1,2
40,59,3235,Nonmated,1A_Value,2,4,5,3
40,65,3236,Nonmated,1A_Value,2,4,5,3
40,75,3237,Nonmated,1A_Value,2,3,4,5
40,77,3238,Mated,1A_Value,2,4,5,3
40,79,3239,Nonmated,1A_Value,2,2,2,4
40,80,3240,Nonmated,1A_Value,1,1,1,2
40,81,3241,Nonmated,1A_Value,2,4,5,4
40,83,3242,Nonmated,1A_Value,2,2,3,3
40,85,3243,Nonmated,1A_Value,2,3,4,4
40,86,3244,Mated,1A_Value,3,5,7,3
40,89,3245,Nonmated,1A_Value,2,2,2,5
40,90,3246,Nonmated,1A_Value,2,2,2,3
40,94,3247,Mated,1B_NoValue,NA,NA,NA,NA
40,101,3248,Nonmated,1A_Value,1,1,1,4
40,107,3249,Mated,1A_Value,2,4,6,3
40,110,3250,Nonmated,1B_NoValue,NA,NA,NA,NA
40,113,3251,Mated,1A_Value,2,4,5,3
40,114,3252,Nonmated,1A_Value,2,2,2,3
40,118,3253,Nonmated,1A_Value,2,4,5,2
40,122,3254,Nonmated,1A_Value,1,1,1,2
40,123,3255,Nonmated,1A_Value,2,4,5,3
40,128,3256,Nonmated,1B_NoValue,NA,NA,NA,NA
40,130,3257,Mated,1A_Value,3,5,7,3
40,291,3258,Mated,1A_Value,3,5,7,2
40,133,3259,Mated,1A_Value,3,5,7,2
40,134,3260,Nonmated,1A_Value,2,4,5,3
40,140,3261,Nonmated,1A_Value,1,1,1,3
40,142,3262,Mated,1A_Value,2,4,6,3
40,151,3263,Mated,1A_Value,2,2,3,3
40,152,3264,Mated,1A_Value,3,5,7,3
40,155,3265,Mated,1A_Value,2,4,5,3
40,280,3266,Mated,1A_Value,2,4,5,2
40,156,3267,Mated,1A_Value,3,5,7,3
40,160,3268,Mated,1A_Value,2,4,6,4
40,162,3269,Mated,1A_Value,2,4,5,2
40,163,3270,Mated,1A_Value,3,5,7,4
40,165,3271,Nonmated,1A_Value,1,1,1,4
40,170,3272,Mated,1B_NoValue,NA,NA,NA,NA
40,177,3273,Mated,1A_Value,2,4,6,3
40,178,3274,Mated,1A_Value,2,4,5,4
40,179,3275,Nonmated,1A_Value,2,4,5,3
40,279,3276,Nonmated,1A_Value,2,4,5,2
40,186,3277,Nonmated,1A_Value,3,5,7,2
40,187,3278,Nonmated,1A_Value,2,2,3,4
40,191,3279,Nonmated,1A_Value,2,4,5,2
40,202,3280,Nonmated,1A_Value,2,4,5,4
40,203,3281,Nonmated,1A_Value,2,4,5,3
40,207,3282,Nonmated,1A_Value,2,4,5,3
40,209,3283,Nonmated,1A_Value,1,1,1,2
40,285,3284,Nonmated,1A_Value,1,1,1,3
40,214,3285,Nonmated,1A_Value,2,4,5,3
40,215,3286,Nonmated,1A_Value,2,2,3,3
40,221,3287,Nonmated,1A_Value,2,2,3,3
40,219,3288,Nonmated,1A_Value,2,2,3,3
40,226,3289,Nonmated,1A_Value,2,4,5,3
40,261,3290,Nonmated,1A_Value,2,4,5,3
40,227,3291,Nonmated,1B_NoValue,NA,NA,NA,NA
40,230,3292,Mated,1A_Value,3,5,7,2
40,272,3293,Mated,1A_Value,2,4,6,3
40,236,3294,Nonmated,1A_Value,2,2,3,3
40,237,3295,Mated,1A_Value,3,5,7,3
40,238,3296,Nonmated,1A_Value,2,2,2,3
40,239,3297,Nonmated,1A_Value,2,2,3,3
40,240,3298,Mated,1A_Value,2,3,4,5
40,241,3299,Mated,1A_Value,3,5,7,3
40,244,3300,Mated,1A_Value,3,5,7,2
40,245,3301,Mated,1A_Value,3,5,7,3
40,257,3302,Nonmated,1A_Value,2,4,6,3
40,259,3303,Mated,1A_Value,3,5,7,3
40,270,3304,Mated,1A_Value,2,4,5,3
40,271,3305,Nonmated,1A_Value,3,5,7,2
40,273,3306,Nonmated,1A_Value,2,2,2,5
40,277,3307,Nonmated,1A_Value,1,1,1,3
40,284,3308,Nonmated,1A_Value,2,2,3,3
40,287,3309,Mated,1A_Value,2,4,5,3
40,289,3310,Mated,1A_Value,2,4,5,3
40,292,3311,Nonmated,1B_NoValue,NA,NA,NA,NA
40,294,3312,Nonmated,1A_Value,1,1,1,2
40,295,3313,Nonmated,1A_Value,2,4,5,3
40,297,3314,Mated,1A_Value,2,2,3,3
41,4,3315,Mated,1A_Value,3,5,7,3
41,6,3316,Nonmated,1A_Value,2,2,2,3
41,184,3317,Nonmated,1A_Value,2,2,2,4
41,18,3318,Nonmated,1A_Value,2,2,3,3
41,21,3319,Nonmated,1A_Value,1,1,1,3
41,43,3320,Mated,1A_Value,3,5,7,2
41,22,3321,Mated,1A_Value,3,5,7,2
41,28,3322,Nonmated,1A_Value,1,1,1,3
41,30,3323,Nonmated,1A_Value,1,1,1,2
41,34,3324,Nonmated,1A_Value,1,1,1,4
41,39,3325,Mated,1A_Value,2,4,5,2
41,41,3326,Nonmated,1A_Value,2,2,2,3
41,78,3327,Nonmated,1A_Value,1,1,1,3
41,220,3328,Mated,1A_Value,3,5,7,2
41,51,3329,Mated,1A_Value,2,4,5,3
41,55,3330,Nonmated,1A_Value,1,1,1,1
41,58,3331,Mated,1A_Value,2,2,3,3
41,67,3332,Mated,1A_Value,2,4,6,3
41,74,3333,Nonmated,1A_Value,1,1,1,2
41,84,3334,Nonmated,1A_Value,2,2,2,4
41,87,3335,Nonmated,1A_Value,1,1,1,2
41,92,3336,Mated,1A_Value,3,5,7,2
41,97,3337,Nonmated,1A_Value,2,2,3,4
41,103,3338,Nonmated,1A_Value,1,1,1,3
41,105,3339,Mated,1A_Value,2,4,6,2
41,180,3340,Mated,1A_Value,3,5,7,2
41,116,3341,Mated,1A_Value,3,5,7,2
41,117,3342,Nonmated,1A_Value,2,4,5,3
41,275,3343,Nonmated,1A_Value,2,2,2,3
41,131,3344,Nonmated,1A_Value,2,2,2,4
41,135,3345,Mated,1A_Value,2,4,6,4
41,137,3346,Mated,1A_Value,2,2,3,4
41,138,3347,Nonmated,1A_Value,2,4,5,3
41,144,3348,Mated,1A_Value,2,4,6,3
41,146,3349,Mated,1A_Value,2,4,5,3
41,147,3350,Mated,1A_Value,3,5,7,3
41,228,3351,Mated,1A_Value,2,4,5,3
41,149,3352,Mated,1A_Value,2,4,5,4
41,150,3353,Mated,1A_Value,2,4,5,3
41,153,3354,Nonmated,1A_Value,1,1,1,3
41,166,3355,Nonmated,1A_Value,2,4,5,3
41,169,3356,Nonmated,1A_Value,2,2,3,3
41,172,3357,Nonmated,1A_Value,2,4,5,3
41,176,3358,Mated,1A_Value,2,4,5,3
41,183,3359,Nonmated,1A_Value,2,2,2,3
41,189,3360,Nonmated,1A_Value,2,2,3,3
41,193,3361,Nonmated,1A_Value,2,2,3,2
41,197,3362,Nonmated,1B_NoValue,NA,NA,NA,NA
41,198,3363,Mated,1A_Value,2,4,5,4
41,199,3364,Nonmated,1A_Value,2,2,2,4
41,206,3365,Mated,1A_Value,2,4,5,4
41,218,3366,Mated,1A_Value,3,5,7,3
41,232,3367,Mated,1A_Value,2,4,6,4
41,250,3368,Mated,1A_Value,3,5,7,2
41,278,3369,Mated,1A_Value,3,5,7,3
41,286,3370,Nonmated,1A_Value,2,4,5,3
41,288,3371,Mated,1A_Value,2,4,6,4
41,293,3372,Mated,1A_Value,2,4,5,3
41,298,3373,Mated,1A_Value,3,5,7,3
41,299,3374,Nonmated,1A_Value,2,4,5,3
42,2,3375,Nonmated,1A_Value,2,4,5,2
42,5,3376,Nonmated,1A_Value,2,4,5,3
42,8,3377,Nonmated,1A_Value,1,1,1,1
42,9,3378,Mated,1A_Value,2,4,6,3
42,13,3379,Mated,1A_Value,2,2,3,3
42,17,3380,Mated,1A_Value,2,4,5,3
42,18,3381,Nonmated,1A_Value,2,2,3,3
42,21,3382,Nonmated,1A_Value,2,2,3,4
42,28,3383,Nonmated,1A_Value,2,4,5,4
42,31,3384,Nonmated,1A_Value,2,4,5,3
42,192,3385,Mated,1A_Value,2,4,6,4
42,35,3386,Mated,1A_Value,2,4,5,4
42,37,3387,Nonmated,1A_Value,2,4,5,3
42,132,3388,Nonmated,1A_Value,2,2,3,3
42,52,3389,Nonmated,1A_Value,2,2,3,3
42,54,3390,Mated,1A_Value,2,4,5,3
42,55,3391,Nonmated,1A_Value,1,1,1,1
42,59,3392,Nonmated,1A_Value,2,4,5,4
42,64,3393,Nonmated,1A_Value,2,2,2,4
42,65,3394,Nonmated,1A_Value,2,4,5,3
42,74,3395,Nonmated,1A_Value,1,1,1,4
42,75,3396,Nonmated,1A_Value,2,2,3,3
42,81,3397,Nonmated,1A_Value,2,4,5,4
42,84,3398,Nonmated,1A_Value,2,2,3,3
42,88,3399,Nonmated,1A_Value,2,4,5,3
42,97,3400,Nonmated,1A_Value,2,2,3,4
42,103,3401,Nonmated,1A_Value,2,2,3,3
42,105,3402,Mated,1A_Value,2,4,5,3
42,109,3403,Nonmated,1A_Value,1,1,1,1
42,113,3404,Mated,1A_Value,2,4,5,2
42,122,3405,Nonmated,1A_Value,1,1,1,4
42,123,3406,Nonmated,1A_Value,2,4,5,2
42,125,3407,Mated,1A_Value,2,4,5,3
42,127,3408,Nonmated,1A_Value,2,2,3,3
42,128,3409,Nonmated,1A_Value,2,2,3,3
42,130,3410,Mated,1A_Value,2,2,3,3
42,131,3411,Nonmated,1A_Value,2,4,5,3
42,133,3412,Mated,1A_Value,2,4,6,3
42,291,3413,Mated,1A_Value,2,4,6,3
42,135,3414,Mated,1A_Value,2,4,5,3
42,137,3415,Mated,1A_Value,2,2,3,4
42,138,3416,Nonmated,1A_Value,2,4,5,4
42,144,3417,Mated,1A_Value,2,4,6,3
42,150,3418,Mated,1A_Value,3,5,7,4
42,151,3419,Mated,1A_Value,2,4,6,3
42,152,3420,Mated,1A_Value,2,4,5,3
42,153,3421,Nonmated,1A_Value,2,2,3,4
42,280,3422,Mated,1A_Value,2,4,5,4
42,155,3423,Mated,1A_Value,2,4,5,3
42,160,3424,Mated,1A_Value,2,4,5,3
42,162,3425,Mated,1A_Value,2,4,5,3
42,163,3426,Mated,1A_Value,2,2,3,4
42,166,3427,Nonmated,1A_Value,2,4,5,3
42,167,3428,Mated,1A_Value,2,4,6,4
42,168,3429,Nonmated,1A_Value,2,2,3,4
42,169,3430,Nonmated,1A_Value,2,4,5,3
42,178,3431,Mated,1A_Value,2,4,5,3
42,179,3432,Nonmated,1A_Value,2,2,3,3
42,279,3433,Nonmated,1A_Value,2,4,5,3
42,193,3434,Nonmated,1A_Value,2,4,5,4
42,194,3435,Nonmated,1A_Value,2,2,3,4
42,197,3436,Nonmated,1A_Value,2,3,4,4
42,198,3437,Mated,1A_Value,2,4,5,3
42,202,3438,Nonmated,1A_Value,2,4,5,3
42,203,3439,Nonmated,1A_Value,2,2,3,3
42,204,3440,Nonmated,1A_Value,2,2,3,4
42,205,3441,Nonmated,1A_Value,2,4,5,3
42,206,3442,Mated,1A_Value,2,2,3,3
42,207,3443,Nonmated,1A_Value,2,4,5,3
42,285,3444,Nonmated,1A_Value,2,2,3,4
42,209,3445,Nonmated,1A_Value,2,4,5,4
42,215,3446,Nonmated,1A_Value,2,2,3,4
42,218,3447,Mated,1A_Value,2,4,6,4
42,219,3448,Nonmated,1A_Value,2,4,5,4
42,221,3449,Nonmated,1A_Value,2,4,5,3
42,226,3450,Nonmated,1A_Value,2,2,3,3
42,261,3451,Nonmated,1A_Value,2,4,5,3
42,272,3452,Mated,1A_Value,2,4,6,4
42,230,3453,Mated,1A_Value,2,4,6,3
42,232,3454,Mated,1A_Value,2,4,6,3
42,238,3455,Nonmated,1A_Value,2,2,2,3
42,239,3456,Nonmated,1A_Value,2,2,3,3
42,240,3457,Mated,1A_Value,2,4,5,3
42,242,3458,Nonmated,1A_Value,2,2,3,3
42,243,3459,Mated,1A_Value,3,5,7,2
42,250,3460,Mated,1A_Value,2,4,6,4
42,253,3461,Nonmated,1A_Value,2,4,6,4
42,256,3462,Mated,1A_Value,2,4,6,3
42,257,3463,Nonmated,1A_Value,2,2,3,3
42,259,3464,Mated,1A_Value,2,4,5,4
42,262,3465,Nonmated,1A_Value,1,1,1,1
42,265,3466,Nonmated,1A_Value,2,2,2,4
42,278,3467,Mated,1A_Value,2,4,6,4
42,283,3468,Nonmated,1A_Value,2,4,5,3
42,284,3469,Nonmated,1A_Value,2,4,5,3
42,288,3470,Mated,1A_Value,2,4,5,3
42,293,3471,Mated,1A_Value,2,4,5,4
42,295,3472,Nonmated,1A_Value,2,2,3,3
42,298,3473,Mated,1A_Value,3,5,7,4
42,299,3474,Nonmated,1A_Value,2,4,5,3
43,6,3475,Nonmated,1A_Value,2,4,5,3
43,18,3476,Nonmated,1A_Value,2,2,2,3
43,21,3477,Nonmated,1A_Value,1,1,1,2
43,43,3478,Mated,1A_Value,3,5,7,3
43,67,3479,Mated,1A_Value,2,4,6,3
43,92,3480,Mated,1A_Value,3,5,7,2
43,103,3481,Nonmated,1A_Value,1,1,1,3
43,105,3482,Mated,1A_Value,2,4,6,3
43,180,3483,Mated,1A_Value,3,5,7,3
43,131,3484,Nonmated,1A_Value,1,1,1,2
43,144,3485,Mated,1A_Value,2,4,6,3
43,146,3486,Mated,1A_Value,2,2,3,3
43,228,3487,Mated,1A_Value,2,2,2,3
43,153,3488,Nonmated,1A_Value,1,1,1,2
43,166,3489,Nonmated,1A_Value,1,1,1,3
43,169,3490,Nonmated,1A_Value,2,2,3,3
43,183,3491,Nonmated,1A_Value,2,4,5,3
43,189,3492,Nonmated,1A_Value,2,2,2,4
43,193,3493,Nonmated,1A_Value,2,2,3,3
43,199,3494,Nonmated,1A_Value,1,1,1,3
44,1,3495,Mated,1A_Value,3,5,7,1
44,3,3496,Mated,1A_Value,3,5,7,3
44,223,3497,Mated,1A_Value,3,5,7,4
44,7,3498,Mated,1A_Value,2,4,5,4
44,10,3499,Nonmated,1A_Value,1,1,1,2
44,12,3500,Nonmated,1A_Value,1,1,1,1
44,16,3501,Nonmated,1A_Value,1,1,1,3
44,19,3502,Nonmated,1A_Value,1,1,1,3
44,104,3503,Nonmated,1A_Value,1,1,1,2
44,20,3504,Nonmated,1A_Value,1,1,1,3
44,24,3505,Mated,1A_Value,3,5,7,2
44,32,3506,Mated,1A_Value,3,5,7,2
44,38,3507,Mated,1A_Value,1,1,1,3
44,40,3508,Mated,1A_Value,2,2,3,4
44,45,3509,Mated,1A_Value,2,2,3,4
44,46,3510,Nonmated,1A_Value,1,1,1,3
44,47,3511,Nonmated,1A_Value,2,2,2,4
44,48,3512,Nonmated,1A_Value,1,1,1,3
44,49,3513,Nonmated,1A_Value,1,1,1,3
44,53,3514,Nonmated,1A_Value,2,2,3,4
44,56,3515,Nonmated,1A_Value,1,1,1,1
44,60,3516,Mated,1A_Value,3,5,7,3
44,61,3517,Mated,1A_Value,1,1,1,3
44,62,3518,Nonmated,1A_Value,2,2,3,3
44,63,3519,Nonmated,1A_Value,1,1,1,1
44,68,3520,Mated,1A_Value,3,5,7,2
44,225,3521,Mated,1A_Value,3,5,7,1
44,69,3522,Mated,1A_Value,2,2,3,4
44,70,3523,Mated,1A_Value,1,1,1,3
44,71,3524,Nonmated,1A_Value,2,2,3,2
44,145,3525,Nonmated,1A_Value,1,1,1,2
44,72,3526,Nonmated,1A_Value,1,1,1,2
44,73,3527,Nonmated,1A_Value,1,1,1,2
44,76,3528,Nonmated,1A_Value,1,1,1,3
44,82,3529,Nonmated,1A_Value,2,2,2,4
44,91,3530,Mated,1A_Value,3,5,7,1
44,93,3531,Nonmated,1A_Value,1,1,1,4
44,95,3532,Nonmated,1A_Value,2,2,3,3
44,96,3533,Mated,1A_Value,2,4,6,5
44,98,3534,Nonmated,1A_Value,1,1,1,3
44,99,3535,Nonmated,1A_Value,2,2,3,3
44,208,3536,Nonmated,1A_Value,2,2,3,3
44,255,3537,Mated,1A_Value,3,5,7,3
44,100,3538,Mated,1A_Value,3,5,7,2
44,251,3539,Mated,1A_Value,3,5,7,2
44,102,3540,Mated,1A_Value,3,5,7,1
44,106,3541,Nonmated,1A_Value,2,2,2,4
44,136,3542,Nonmated,1A_Value,1,1,1,3
44,108,3543,Nonmated,1A_Value,1,1,1,4
44,112,3544,Mated,1A_Value,2,4,5,2
44,115,3545,Nonmated,1A_Value,2,2,3,3
44,119,3546,Mated,1A_Value,1,1,1,3
44,120,3547,Nonmated,1A_Value,1,1,1,2
44,124,3548,Nonmated,1A_Value,2,2,2,4
44,126,3549,Nonmated,1A_Value,1,1,1,3
44,129,3550,Nonmated,1A_Value,1,1,1,2
44,139,3551,Nonmated,1A_Value,1,1,1,3
44,143,3552,Mated,1A_Value,3,5,7,1
44,148,3553,Mated,1A_Value,3,5,7,3
44,154,3554,Nonmated,1A_Value,1,1,1,1
44,158,3555,Mated,1A_Value,2,4,5,3
44,159,3556,Nonmated,1A_Value,2,4,5,3
44,161,3557,Nonmated,1A_Value,1,1,1,3
44,164,3558,Mated,1A_Value,3,5,7,4
44,171,3559,Mated,1A_Value,1,1,1,4
44,173,3560,Nonmated,1A_Value,1,1,1,2
44,174,3561,Nonmated,1A_Value,1,1,1,3
44,175,3562,Nonmated,1A_Value,1,1,1,2
44,181,3563,Mated,1A_Value,2,4,5,4
44,182,3564,Nonmated,1A_Value,1,1,1,2
44,185,3565,Mated,1A_Value,3,5,7,3
44,188,3566,Nonmated,1A_Value,2,2,2,3
44,195,3567,Mated,1A_Value,1,1,1,1
44,201,3568,Nonmated,1A_Value,1,1,1,2
44,210,3569,Nonmated,1A_Value,1,1,1,2
44,211,3570,Mated,1A_Value,2,4,6,3
44,212,3571,Mated,1A_Value,3,5,7,3
44,216,3572,Nonmated,1A_Value,1,1,1,4
44,213,3573,Nonmated,1A_Value,1,1,1,3
44,217,3574,Nonmated,1A_Value,1,1,1,1
44,222,3575,Nonmated,1A_Value,1,1,1,3
44,224,3576,Mated,1A_Value,3,5,7,2
44,229,3577,Mated,1A_Value,2,2,2,4
44,234,3578,Nonmated,1A_Value,1,1,1,3
44,246,3579,Nonmated,1A_Value,2,2,3,4
44,247,3580,Nonmated,1A_Value,1,1,1,3
44,248,3581,Mated,1A_Value,3,5,7,1
44,249,3582,Nonmated,1A_Value,2,2,2,4
44,267,3583,Nonmated,1A_Value,1,1,1,3
44,252,3584,Nonmated,1A_Value,1,1,1,2
44,254,3585,Nonmated,1A_Value,2,2,3,3
44,258,3586,Mated,1A_Value,3,5,7,2
44,260,3587,Nonmated,1A_Value,2,2,3,3
44,263,3588,Nonmated,1B_NoValue,NA,NA,NA,NA
44,268,3589,Nonmated,1A_Value,1,1,1,2
44,274,3590,Mated,1A_Value,3,5,7,4
44,276,3591,Nonmated,1B_NoValue,NA,NA,NA,NA
44,281,3592,Mated,1A_Value,2,4,5,4
44,282,3593,Mated,1A_Value,3,5,7,2
44,296,3594,Nonmated,1A_Value,1,1,1,2
45,5,3595,Nonmated,1A_Value,2,2,3,4
45,8,3596,Nonmated,1A_Value,1,1,1,1
45,13,3597,Mated,1A_Value,2,4,6,3
45,18,3598,Nonmated,1A_Value,2,2,3,4
45,21,3599,Nonmated,1A_Value,2,2,3,3
45,31,3600,Nonmated,1A_Value,2,4,5,2
45,192,3601,Mated,1A_Value,2,4,6,3
45,35,3602,Mated,1A_Value,3,5,7,3
45,132,3603,Nonmated,1A_Value,2,4,5,2
45,52,3604,Nonmated,1A_Value,1,1,1,5
45,54,3605,Mated,1A_Value,2,4,6,3
45,59,3606,Nonmated,1A_Value,2,4,5,3
45,64,3607,Nonmated,1A_Value,2,4,5,3
45,75,3608,Nonmated,1A_Value,2,4,5,4
45,81,3609,Nonmated,1A_Value,1,1,1,4
45,88,3610,Nonmated,1A_Value,2,4,5,3
45,103,3611,Nonmated,1A_Value,1,1,1,3
45,105,3612,Mated,1A_Value,2,4,6,2
45,109,3613,Nonmated,1A_Value,1,1,1,1
45,122,3614,Nonmated,1A_Value,1,1,1,3
